Sp,Binary,Ensemble.2,EnsembleBinary
Pteropus admiralitatum,0,0.7193102770063577,FALSE
Murina ussuriensis,0,0.41032056509815934,TRUE
Scotophilus nucella,0,0.40241537747075773,TRUE
Pipistrellus maderensis,0,0.4204810664939135,TRUE
Murina puta,0,0.40212847122491513,TRUE
Hipposideros jonesi,0,0.4185055456308338,TRUE
Kerivoula argentata,0,0.4004796720413673,TRUE
Platyrrhinus helleri,0,0.7027074485230724,FALSE
Myotis yumanensis,0,0.7219618762549259,FALSE
Hipposideros megalotis,0,0.4239549029831101,TRUE
Mops congicus,0,0.4113087641709893,TRUE
Leptonycteris nivalis,0,0.7133312056901786,FALSE
Pteropus voeltzkowi,0,0.413358202947754,TRUE
Lonchorhina aurita,0,0.7190535544852975,FALSE
Pteropus livingstonii,0,0.41113350647986346,TRUE
Myotis levis,0,0.7256276066473154,FALSE
Pteropus melanopogon,0,0.41972469908758947,TRUE
Asellia patrizii,0,0.42928143366815547,TRUE
Rhinolophus silvestris,0,0.4333229698102274,TRUE
Cynomops planirostris,0,0.6692868287294709,FALSE
Pteropus ocularis,0,0.4116940383460512,TRUE
Mops thersites,0,0.41371867820342484,TRUE
Hipposideros obscurus,0,0.42761973032951484,TRUE
Triaenops rufus,0,0.4323309848514594,TRUE
Miniopterus fraterculus,0,0.4230606808819744,TRUE
Myotis adversus,0,0.39717716620511345,TRUE
Emballonura alecto,0,0.4063462437804787,TRUE
Hipposideros durgadasi,0,0.43675170737174596,TRUE
Nyctimene robinsoni,0,0.43319611156599186,TRUE
Mops mops,0,0.4237673844429909,TRUE
Histiotus montanus,0,0.7378404763175115,FALSE
Kerivoula whiteheadi,0,0.40094084311175643,TRUE
Natalus stramineus,0,0.7332789300822481,FALSE
Pipistrellus stenopterus,0,0.40764377057313084,TRUE
Hipposideros beatus,0,0.43632731969103844,TRUE
Neopteryx frosti,0,0.42749175976499754,TRUE
Pteropus griseus,0,0.4265046712513679,TRUE
Murina grisea,0,0.40753172629981815,TRUE
Tadarida fulminans,0,0.42870215710131715,TRUE
Myotis hosonoi,0,0.4212587534069229,TRUE
Nycteris tragata,0,0.4251876145561499,TRUE
Myotis californicus,0,0.7522819121231281,FALSE
