"","Sp","hOrder","hFamily","hGenus"
"3620","Ctenomys_boliviensis","Rodentia","Ctenomyidae","Ctenomys"
"3621","Ctenomys_brasiliensis","Rodentia","Ctenomyidae","Ctenomys"
"3622","Ctenomys_budini","Rodentia","Ctenomyidae","Ctenomys"
"3623","Ctenomys_coludo","Rodentia","Ctenomyidae","Ctenomys"
"3624","Ctenomys_conoveri","Rodentia","Ctenomyidae","Ctenomys"
"3625","Ctenomys_fochi","Rodentia","Ctenomyidae","Ctenomys"
"3626","Ctenomys_goodfellowi","Rodentia","Ctenomyidae","Ctenomys"
"3627","Ctenomys_leucodon","Rodentia","Ctenomyidae","Ctenomys"
"3628","Ctenomys_lewisi","Rodentia","Ctenomyidae","Ctenomys"
"3629","Ctenomys_minutus","Rodentia","Ctenomyidae","Ctenomys"
"3630","Ctenomys_pontifex","Rodentia","Ctenomyidae","Ctenomys"
"3631","Ctenomys_steinbachi","Rodentia","Ctenomyidae","Ctenomys"
"3632","Ctenomys_viperinus","Rodentia","Ctenomyidae","Ctenomys"
"3633","Cuniculus_taczanowskii","Rodentia","Cuniculidae","Cuniculus"
"3634","Cyclopes_didactylus","Pilosa","Cyclopedidae","Cyclopes"
"3635","Dactylomys_dactylinus","Rodentia","Echimyidae","Dactylomys"
"3636","Dasymys_foxi","Rodentia","Muridae","Dasymys"
"3637","Dasymys_nudipes","Rodentia","Muridae","Dasymys"
"3638","Dasyprocta_azarae","Rodentia","Dasyproctidae","Dasyprocta"
"3639","Dasyprocta_coibae","Rodentia","Dasyproctidae","Dasyprocta"
"3640","Dasyprocta_fuliginosa","Rodentia","Dasyproctidae","Dasyprocta"
"3641","Dasyprocta_mexicana","Rodentia","Dasyproctidae","Dasyprocta"
"3642","Dicrostonyx_nelsoni","Rodentia","Cricetidae","Dicrostonyx"
"3643","Dicrostonyx_unalascensis","Rodentia","Cricetidae","Dicrostonyx"
"3644","Dicrostonyx_vinogradovi","Rodentia","Cricetidae","Dicrostonyx"
"3645","Diplothrix_legata","Rodentia","Muridae","Diplothrix"
"3646","Dipodomys_nelsoni","Rodentia","Heteromyidae","Dipodomys"
"3647","Dipodomys_nitratoides","Rodentia","Heteromyidae","Dipodomys"
"3648","Dipodomys_simulans","Rodentia","Heteromyidae","Dipodomys"
"3649","Dolichotis_patagonum","Rodentia","Caviidae","Dolichotis"
"3650","Dryomys_laniger","Rodentia","Gliridae","Dryomys"
"3651","Dryomys_nitedula","Rodentia","Gliridae","Dryomys"
"3652","Echimys_saturnus","Rodentia","Echimyidae","Echimys"
"3653","Echinoprocta_rufescens","Rodentia","Erethizontidae","Echinoprocta"
"3654","Echiothrix_centrosa","Rodentia","Muridae","Echiothrix"
"3655","Eira_barbara","Carnivora","Mustelidae","Eira"
"3656","Elephantulus_edwardii","Macroscelidea","Macroscelididae","Elephantulus"
"3657","Elephantulus_myurus","Macroscelidea","Macroscelididae","Elephantulus"
"3658","Eligmodontia_moreni","Rodentia","Cricetidae","Eligmodontia"
"3659","Eligmodontia_morgani","Rodentia","Cricetidae","Eligmodontia"
"3660","Eligmodontia_puerulus","Rodentia","Cricetidae","Eligmodontia"
"3661","Eliomys_melanurus","Rodentia","Gliridae","Eliomys"
"3662","Eliurus_penicillatus","Rodentia","Nesomyidae","Eliurus"
"3663","Ellobius_alaicus","Rodentia","Cricetidae","Ellobius"
"3664","Eothenomys_chinensis","Rodentia","Cricetidae","Eothenomys"
"3665","Episoriculus_fumidus","Soricomorpha","Soricidae","Episoriculus"
"3666","Epixerus_ebii","Rodentia","Sciuridae","Epixerus"
"3667","Equus_zebra","Perissodactyla","Equidae","Equus"
"3668","Eulemur_albifrons","Primates","Lemuridae","Eulemur"
"3669","Eulemur_collaris","Primates","Lemuridae","Eulemur"
"3670","Euneomys_mordax","Rodentia","Cricetidae","Euneomys"
"3671","Exilisciurus_concinnus","Rodentia","Sciuridae","Exilisciurus"
"3672","Felis_nigripes","Carnivora","Felidae","Felis"
"3673","Funisciurus_congicus","Rodentia","Sciuridae","Funisciurus"
"3674","Funisciurus_isabella","Rodentia","Sciuridae","Funisciurus"
"3675","Funisciurus_substriatus","Rodentia","Sciuridae","Funisciurus"
"3676","Galidictis_fasciata","Carnivora","Eupleridae","Galidictis"
"3677","Gazella_bennettii","Artiodactyla","Bovidae","Gazella"
"3678","Geogale_aurita","Afrosoricida","Tenrecidae","Geogale"
"3679","Georychus_capensis","Rodentia","Bathyergidae","Georychus"
"3680","Gerbilliscus_brantsii","Rodentia","Muridae","Gerbilliscus"
"3681","Gerbillus_amoenus","Rodentia","Muridae","Gerbillus"
"3682","Gerbillus_andersoni","Rodentia","Muridae","Gerbillus"
"3683","Gerbillus_dunni","Rodentia","Muridae","Gerbillus"
"3684","Gerbillus_latastei","Rodentia","Muridae","Gerbillus"
"3685","Gerbillus_muriculus","Rodentia","Muridae","Gerbillus"
"3686","Gerbillus_nancillus","Rodentia","Muridae","Gerbillus"
"3687","Gerbillus_nigeriae","Rodentia","Muridae","Gerbillus"
"3688","Gerbillus_principulus","Rodentia","Muridae","Gerbillus"
"3689","Gerbillus_pulvinatus","Rodentia","Muridae","Gerbillus"
"3690","Gerbillus_pusillus","Rodentia","Muridae","Gerbillus"
"3691","Gerbillus_rosalinda","Rodentia","Muridae","Gerbillus"
"3692","Grammomys_dryas","Rodentia","Muridae","Grammomys"
"3693","Graphiurus_angolensis","Rodentia","Gliridae","Graphiurus"
"3694","Graphiurus_crassicaudatus","Rodentia","Gliridae","Graphiurus"
"3695","Graphiurus_kelleni","Rodentia","Gliridae","Graphiurus"
"3696","Graphiurus_murinus","Rodentia","Gliridae","Graphiurus"
"3697","Graphiurus_nagtglasii","Rodentia","Gliridae","Graphiurus"
"3698","Graphiurus_platyops","Rodentia","Gliridae","Graphiurus"
"3699","Hadromys_humei","Rodentia","Muridae","Hadromys"
"3700","Heliosciurus_rufobrachium","Rodentia","Sciuridae","Heliosciurus"
"3701","Heterohyrax_brucei","Hyracoidea","Procaviidae","Heterohyrax"
"3702","Heteromys_australis","Rodentia","Heteromyidae","Heteromys"
"3703","Hybomys_badius","Rodentia","Muridae","Hybomys"
"3704","Hybomys_basilii","Rodentia","Muridae","Hybomys"
"3705","Hybomys_univittatus","Rodentia","Muridae","Hybomys"
"3706","Hydromys_chrysogaster","Rodentia","Muridae","Hydromys"
"3707","Hydromys_neobritannicus","Rodentia","Muridae","Hydromys"
"3708","Hydrurga_leptonyx","Carnivora","Phocidae","Hydrurga"
"3709","Hyomys_goliath","Rodentia","Muridae","Hyomys"
"3710","Hyosciurus_heinrichi","Rodentia","Sciuridae","Hyosciurus"
"3711","Hyperacrius_wynnei","Rodentia","Cricetidae","Hyperacrius"
"3712","Hystrix_africaeaustralis","Rodentia","Hystricidae","Hystrix"
"3713","Hystrix_pumila","Rodentia","Hystricidae","Hystrix"
"3714","Ichthyomys_pittieri","Rodentia","Cricetidae","Ichthyomys"
"3715","Iomys_sipora","Rodentia","Sciuridae","Iomys"
"3716","Isothrix_bistriata","Rodentia","Echimyidae","Isothrix"
"3717","Jaculus_jaculus","Rodentia","Dipodidae","Jaculus"
"3718","Juliomys_pictipes","Rodentia","Cricetidae","Juliomys"
"3719","Kerodon_rupestris","Rodentia","Caviidae","Kerodon"
"3720","Lagothrix_lagotricha","Primates","Atelidae","Lagothrix"
"3721","Lagothrix_poeppigii","Primates","Atelidae","Lagothrix"
"3722","Lasiopodomys_brandtii","Rodentia","Cricetidae","Lasiopodomys"
"3723","Leggadina_lakedownensis","Rodentia","Muridae","Leggadina"
"3724","Lemmus_trimucronatus","Rodentia","Cricetidae","Lemmus"
"3725","Lemniscomys_barbarus","Rodentia","Muridae","Lemniscomys"
"3726","Lemniscomys_bellieri","Rodentia","Muridae","Lemniscomys"
"3727","Lemniscomys_macculus","Rodentia","Muridae","Lemniscomys"
"3728","Leontopithecus_chrysomelas","Primates","Cebidae","Leontopithecus"
"3729","Leontopithecus_chrysopygus","Primates","Cebidae","Leontopithecus"
"3730","Leopardus_geoffroyi","Carnivora","Felidae","Leopardus"
"3731","Lepilemur_edwardsi","Primates","Lepilemuridae","Lepilemur"
"3732","Lepilemur_mustelinus","Primates","Lepilemuridae","Lepilemur"
"3733","Leptomys_elegans","Rodentia","Muridae","Leptomys"
"3734","Leptonychotes_weddellii","Carnivora","Phocidae","Leptonychotes"
"3735","Lepus_americanus","Lagomorpha","Leporidae","Lepus"
"3736","Lepus_californicus","Lagomorpha","Leporidae","Lepus"
"3737","Lepus_hainanus","Lagomorpha","Leporidae","Lepus"
"3738","Lepus_microtis","Lagomorpha","Leporidae","Lepus"
"3739","Lepus_yarkandensis","Lagomorpha","Leporidae","Lepus"
"3740","Liberiictis_kuhni","Carnivora","Herpestidae","Liberiictis"
"3741","Litocranius_walleri","Artiodactyla","Bovidae","Litocranius"
"3742","Lophuromys_melanonyx","Rodentia","Muridae","Lophuromys"
"3743","Lophuromys_nudicaudus","Rodentia","Muridae","Lophuromys"
"3744","Loris_tardigradus","Primates","Lorisidae","Loris"
"3745","Lycalopex_culpaeus","Carnivora","Canidae","Lycalopex"
"3746","Lyncodon_patagonicus","Carnivora","Mustelidae","Lyncodon"
"3747","Lynx_canadensis","Carnivora","Felidae","Lynx"
"3748","Macaca_cyclopis","Primates","Cercopithecidae","Macaca"
"3749","Macaca_nigra","Primates","Cercopithecidae","Macaca"
"3750","Macaca_nigrescens","Primates","Cercopithecidae","Macaca"
"3751","Macaca_pagensis","Primates","Cercopithecidae","Macaca"
"3752","Macaca_tonkeana","Primates","Cercopithecidae","Macaca"
"3753","Macrotarsomys_bastardi","Rodentia","Nesomyidae","Macrotarsomys"
"3754","Macrotarsomys_ingens","Rodentia","Nesomyidae","Macrotarsomys"
"3755","Mammelomys_lanosus","Rodentia","Muridae","Mammelomys"
"3756","Marmota_vancouverensis","Rodentia","Sciuridae","Marmota"
"3757","Mastomys_huberti","Rodentia","Muridae","Mastomys"
"3758","Mastomys_shortridgei","Rodentia","Muridae","Mastomys"
"3759","Megadontomys_nelsoni","Rodentia","Cricetidae","Megadontomys"
"3760","Melasmothrix_naso","Rodentia","Muridae","Melasmothrix"
"3761","Melomys_aerosus","Rodentia","Muridae","Melomys"
"3762","Melomys_arcium","Rodentia","Muridae","Melomys"
"3763","Melomys_bougainville","Rodentia","Muridae","Melomys"
"3764","Melomys_cervinipes","Rodentia","Muridae","Melomys"
"3765","Meriones_grandis","Rodentia","Muridae","Meriones"
"3766","Meriones_meridianus","Rodentia","Muridae","Meriones"
"3767","Meriones_persicus","Rodentia","Muridae","Meriones"
"3768","Meriones_sacramenti","Rodentia","Muridae","Meriones"
"3769","Meriones_shawi","Rodentia","Muridae","Meriones"
"3770","Meriones_tamariscinus","Rodentia","Muridae","Meriones"
"3771","Meriones_tristrami","Rodentia","Muridae","Meriones"
"3772","Meriones_unguiculatus","Rodentia","Muridae","Meriones"
"3773","Mesocricetus_brandti","Rodentia","Cricetidae","Mesocricetus"
"3774","Mesomys_hispidus","Rodentia","Echimyidae","Mesomys"
"3775","Micaelamys_namaquensis","Rodentia","Muridae","Micaelamys"
"3776","Microgale_dryas","Afrosoricida","Tenrecidae","Microgale"
"3777","Microgale_longicaudata","Afrosoricida","Tenrecidae","Microgale"
"3778","Microhydromys_richardsoni","Rodentia","Muridae","Microhydromys"
"3779","Microtus_arvalis","Rodentia","Cricetidae","Microtus"
"3780","Microtus_levis","Rodentia","Cricetidae","Microtus"
"3781","Microtus_mongolicus","Rodentia","Cricetidae","Microtus"
"3782","Microtus_ochrogaster","Rodentia","Cricetidae","Microtus"
"3783","Microtus_sachalinensis","Rodentia","Cricetidae","Microtus"
"3784","Microtus_schidlovskii","Rodentia","Cricetidae","Microtus"
"3785","Microtus_transcaspicus","Rodentia","Cricetidae","Microtus"
"3786","Miopithecus_talapoin","Primates","Cercopithecidae","Miopithecus"
"3787","Mogera_tokudae","Soricomorpha","Talpidae","Mogera"
"3788","Mus_baoulei","Rodentia","Muridae","Mus"
"3789","Mus_bufo","Rodentia","Muridae","Mus"
"3790","Mus_indutus","Rodentia","Muridae","Mus"
"3791","Mus_mayori","Rodentia","Muridae","Mus"
"3792","Mus_musculoides","Rodentia","Muridae","Mus"
"3793","Mus_neavei","Rodentia","Muridae","Mus"
"3794","Mus_oubanguii","Rodentia","Muridae","Mus"
"3795","Mus_setzeri","Rodentia","Muridae","Mus"
"3796","Muscardinus_avellanarius","Rodentia","Gliridae","Muscardinus"
"3797","Mustela_africana","Carnivora","Mustelidae","Mustela"
"3798","Mustela_felipei","Carnivora","Mustelidae","Mustela"
"3799","Mydaus_javanensis","Carnivora","Mephitidae","Mydaus"
"3800","Myodes_glareolus","Rodentia","Cricetidae","Myodes"
"3801","Myomimus_personatus","Rodentia","Gliridae","Myomimus"
"3802","Myomyscus_verreauxii","Rodentia","Muridae","Myomyscus"
"3803","Myosciurus_pumilio","Rodentia","Sciuridae","Myosciurus"
"3804","Myospalax_myospalax","Rodentia","Spalacidae","Myospalax"
"3805","Myrmecophaga_tridactyla","Pilosa","Myrmecophagidae","Myrmecophaga"
"3806","Nanger_granti","Artiodactyla","Bovidae","Nanger"
"3807","Napaeozapus_insignis","Rodentia","Dipodidae","Napaeozapus"
"3808","Neacomys_pictus","Rodentia","Cricetidae","Neacomys"
"3809","Necromys_benefactus","Rodentia","Cricetidae","Necromys"
"3810","Necromys_lasiurus","Rodentia","Cricetidae","Necromys"
"3811","Necromys_punctulatus","Rodentia","Cricetidae","Necromys"
"3812","Nelsonia_neotomodon","Rodentia","Cricetidae","Nelsonia"
"3813","Neohylomys_hainanensis","Erinaceomorpha","Erinaceidae","Neohylomys"
"3814","Neomys_teres","Soricomorpha","Soricidae","Neomys"
"3815","Neotoma_albigula","Rodentia","Cricetidae","Neotoma"
"3816","Neotoma_cinerea","Rodentia","Cricetidae","Neotoma"
"3817","Neotoma_goldmani","Rodentia","Cricetidae","Neotoma"
"3818","Neotoma_magister","Rodentia","Cricetidae","Neotoma"
"3819","Neotoma_micropus","Rodentia","Cricetidae","Neotoma"
"3820","Neotoma_phenax","Rodentia","Cricetidae","Neotoma"
"3821","Neusticomys_peruviensis","Rodentia","Cricetidae","Neusticomys"
"3822","Niviventer_brahma","Rodentia","Muridae","Niviventer"
"3823","Niviventer_cameroni","Rodentia","Muridae","Niviventer"
"3824","Niviventer_coninga","Rodentia","Muridae","Niviventer"
"3825","Niviventer_hinpoon","Rodentia","Muridae","Niviventer"
"3826","Niviventer_lepturus","Rodentia","Muridae","Niviventer"
"3827","Nomascus_hainanus","Primates","Hylobatidae","Nomascus"
"3828","Nomascus_siki","Primates","Hylobatidae","Nomascus"
"3829","Notiomys_edwardsii","Rodentia","Cricetidae","Notiomys"
"3830","Ochotona_dauurica","Lagomorpha","Ochotonidae","Ochotona"
"3831","Ochotona_gaoligongensis","Lagomorpha","Ochotonidae","Ochotona"
"3832","Ochotona_muliensis","Lagomorpha","Ochotonidae","Ochotona"
"3833","Ochotona_nubrica","Lagomorpha","Ochotonidae","Ochotona"
"3834","Oecomys_bicolor","Rodentia","Cricetidae","Oecomys"
"3835","Oecomys_concolor","Rodentia","Cricetidae","Oecomys"
"3836","Oecomys_superans","Rodentia","Cricetidae","Oecomys"
"3837","Oenomys_hypoxanthus","Rodentia","Muridae","Oenomys"
"3838","Oligoryzomys_magellanicus","Rodentia","Cricetidae","Oligoryzomys"
"3839","Orthogeomys_cavator","Rodentia","Geomyidae","Orthogeomys"
"3840","Orthogeomys_cherriei","Rodentia","Geomyidae","Orthogeomys"
"3841","Oryzomys_gorgasi","Rodentia","Cricetidae","Oryzomys"
"3842","Oryzorictes_hova","Afrosoricida","Tenrecidae","Oryzorictes"
"3843","Osgoodomys_banderanus","Rodentia","Cricetidae","Osgoodomys"
"3844","Otolemur_crassicaudatus","Primates","Galagidae","Otolemur"
"3845","Otolemur_garnettii","Primates","Galagidae","Otolemur"
"3846","Otomys_typus","Rodentia","Muridae","Otomys"
"3847","Otonyctomys_hatti","Rodentia","Cricetidae","Otonyctomys"
"3848","Ovis_nivicola","Artiodactyla","Bovidae","Ovis"
"3849","Oxymycterus_hiska","Rodentia","Cricetidae","Oxymycterus"
"3850","Oxymycterus_quaestor","Rodentia","Cricetidae","Oxymycterus"
"3851","Pan_paniscus","Primates","Hominidae","Pan"
"3852","Pan_troglodytes","Primates","Hominidae","Pan"
"3853","Panthera_onca","Carnivora","Felidae","Panthera"
"3854","Papio_anubis","Primates","Cercopithecidae","Papio"
"3855","Papio_ursinus","Primates","Cercopithecidae","Papio"
"3856","Paracynictis_selousi","Carnivora","Herpestidae","Paracynictis"
"3857","Paradipus_ctenodactylus","Rodentia","Dipodidae","Paradipus"
"3858","Paramelomys_steini","Rodentia","Muridae","Paramelomys"
"3859","Paraxerus_boehmi","Rodentia","Sciuridae","Paraxerus"
"3860","Paraxerus_cepapi","Rodentia","Sciuridae","Paraxerus"
"3861","Paraxerus_poensis","Rodentia","Sciuridae","Paraxerus"
"3862","Pectinator_spekei","Rodentia","Ctenodactylidae","Pectinator"
"3863","Perognathus_inornatus","Rodentia","Heteromyidae","Perognathus"
"3864","Peromyscus_attwateri","Rodentia","Cricetidae","Peromyscus"
"3865","Peromyscus_fraterculus","Rodentia","Cricetidae","Peromyscus"
"3866","Peromyscus_furvus","Rodentia","Cricetidae","Peromyscus"
"3867","Peromyscus_gratus","Rodentia","Cricetidae","Peromyscus"
"3868","Peromyscus_hylocetes","Rodentia","Cricetidae","Peromyscus"
"3869","Peromyscus_melanotis","Rodentia","Cricetidae","Peromyscus"
"3870","Petaurillus_kinlochii","Rodentia","Sciuridae","Petaurillus"
"3871","Petaurista_leucogenys","Rodentia","Sciuridae","Petaurista"
"3872","Petrodromus_tetradactylus","Macroscelidea","Macroscelididae","Petrodromus"
"3873","Phacochoerus_africanus","Artiodactyla","Suidae","Phacochoerus"
"3874","Phaiomys_leucurus","Rodentia","Cricetidae","Phaiomys"
"3875","Phyllomys_blainvillii","Rodentia","Echimyidae","Phyllomys"
"3876","Phyllotis_darwini","Rodentia","Cricetidae","Phyllotis"
"3877","Phyllotis_definitus","Rodentia","Cricetidae","Phyllotis"
"3878","Phyllotis_haggardi","Rodentia","Cricetidae","Phyllotis"
"3879","Phyllotis_xanthopygus","Rodentia","Cricetidae","Phyllotis"
"3880","Piliocolobus_rufomitratus","Primates","Cercopithecidae","Piliocolobus"
"3881","Pogonomelomys_mayeri","Rodentia","Muridae","Pogonomelomys"
"3882","Poiana_richardsonii","Carnivora","Viverridae","Poiana"
"3883","Praomys_morio","Rodentia","Muridae","Praomys"
"3884","Praomys_mutoni","Rodentia","Muridae","Praomys"
"3885","Presbytis_chrysomelas","Primates","Cercopithecidae","Presbytis"
"3886","Presbytis_natunae","Primates","Cercopithecidae","Presbytis"
"3887","Prionomys_batesi","Rodentia","Nesomyidae","Prionomys"
"3888","Procapra_przewalskii","Artiodactyla","Bovidae","Procapra"
"3889","Procavia_capensis","Hyracoidea","Procaviidae","Procavia"
"3890","Proechimys_brevicauda","Rodentia","Echimyidae","Proechimys"
"3891","Proechimys_chrysaeolus","Rodentia","Echimyidae","Proechimys"
"3892","Proechimys_cuvieri","Rodentia","Echimyidae","Proechimys"
"3893","Proechimys_hoplomyoides","Rodentia","Echimyidae","Proechimys"
"3894","Proechimys_quadruplicatus","Rodentia","Echimyidae","Proechimys"
"3895","Proechimys_semispinosus","Rodentia","Echimyidae","Proechimys"
"3896","Proechimys_simonsi","Rodentia","Echimyidae","Proechimys"
"3897","Proechimys_urichi","Rodentia","Echimyidae","Proechimys"
"3898","Propithecus_deckenii","Primates","Indriidae","Propithecus"
"3899","Propithecus_tattersalli","Primates","Indriidae","Propithecus"
"3900","Prosciurillus_weberi","Rodentia","Sciuridae","Prosciurillus"
"3901","Protoxerus_aubinnii","Rodentia","Sciuridae","Protoxerus"
"3902","Pseudohydromys_murinus","Rodentia","Muridae","Pseudohydromys"
"3903","Pseudohydromys_occidentalis","Rodentia","Muridae","Pseudohydromys"
"3904","Pseudomys_chapmani","Rodentia","Muridae","Pseudomys"
"3905","Pseudomys_desertor","Rodentia","Muridae","Pseudomys"
"3906","Pseudomys_novaehollandiae","Rodentia","Muridae","Pseudomys"
"3907","Pseudomys_occidentalis","Rodentia","Muridae","Pseudomys"
"3908","Pseudoryzomys_simplex","Rodentia","Cricetidae","Pseudoryzomys"
"3909","Pteromys_volans","Rodentia","Sciuridae","Pteromys"
"3910","Rattus_burrus","Rodentia","Muridae","Rattus"
"3911","Rattus_hainaldi","Rodentia","Muridae","Rattus"
"3912","Rattus_hoffmanni","Rodentia","Muridae","Rattus"
"3913","Rattus_hoogerwerfi","Rodentia","Muridae","Rattus"
"3914","Rattus_lugens","Rodentia","Muridae","Rattus"
"3915","Rattus_morotaiensis","Rodentia","Muridae","Rattus"
"3916","Rattus_novaeguineae","Rodentia","Muridae","Rattus"
"3917","Rattus_omichlodes","Rodentia","Muridae","Rattus"
"3918","Rattus_osgoodi","Rodentia","Muridae","Rattus"
"3919","Rattus_palmarum","Rodentia","Muridae","Rattus"
"3920","Rattus_stoicus","Rodentia","Muridae","Rattus"
"3921","Reithrodontomys_brevirostris","Rodentia","Cricetidae","Reithrodontomys"
"3922","Reithrodontomys_gracilis","Rodentia","Cricetidae","Reithrodontomys"
"3923","Reithrodontomys_mexicanus","Rodentia","Cricetidae","Reithrodontomys"
"3924","Reithrodontomys_rodriguezi","Rodentia","Cricetidae","Reithrodontomys"
"3925","Rhinopithecus_avunculus","Primates","Cercopithecidae","Rhinopithecus"
"3926","Rhipidomys_modicus","Rodentia","Cricetidae","Rhipidomys"
"3927","Rhipidomys_nitela","Rodentia","Cricetidae","Rhipidomys"
"3928","Rhipidomys_venezuelae","Rodentia","Cricetidae","Rhipidomys"
"3929","Rhipidomys_venustus","Rodentia","Cricetidae","Rhipidomys"
"3930","Rhynchocyon_petersi","Macroscelidea","Macroscelididae","Rhynchocyon"
"3931","Rusa_alfredi","Artiodactyla","Cervidae","Rusa"
"3932","Saguinus_martinsi","Primates","Cebidae","Saguinus"
"3933","Saguinus_melanoleucus","Primates","Cebidae","Saguinus"
