"","genus","betacov","sarbecov","family","taxonomy","clean_hostnames","Species","pf_beta","Prediction"
"Stenoderma_rufum","Stenoderma",0,0,"Phyllostomidae","Phyllostomidae; Stenoderma; Stenoderma_rufum","Stenoderma_rufum","Stenoderma_rufum","clade",0.0471124626817564
"Ardops_nichollsi","Ardops",0,0,"Phyllostomidae","Phyllostomidae; Ardops; Ardops_nichollsi","Ardops_nichollsi","Ardops_nichollsi","clade",0.0471124626817564
"Ariteus_flavescens","Ariteus",0,0,"Phyllostomidae","Phyllostomidae; Ariteus; Ariteus_flavescens","Ariteus_flavescens","Ariteus_flavescens","clade",0.0471124626817564
"Enchisthenes_hartii","Enchisthenes",0,0,"Phyllostomidae","Phyllostomidae; Enchisthenes; Enchisthenes_hartii","Enchisthenes_hartii","Enchisthenes_hartii","clade",0.0471124626817564
"Artibeus_aztecus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_aztecus","Artibeus_aztecus","Artibeus_aztecus","clade",0.0471124626817564
"Artibeus_phaeotis","Artibeus",1,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_phaeotis","Artibeus_phaeotis","Artibeus_phaeotis","clade",0.0471124626817564
"Artibeus_toltecus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_toltecus","Artibeus_toltecus","Artibeus_toltecus","clade",0.0471124626817564
"Artibeus_cinereus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_cinereus","Artibeus_cinereus","Artibeus_cinereus","clade",0.0471124626817564
"Artibeus_anderseni","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_anderseni","Artibeus_anderseni","Artibeus_anderseni","clade",0.0471124626817564
"Artibeus_glaucus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_glaucus","Artibeus_glaucus","Artibeus_glaucus","clade",0.0471124626817564
"Artibeus_gnomus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_gnomus","Artibeus_gnomus","Artibeus_gnomus","clade",0.0471124626817564
"Artibeus_watsoni","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_watsoni","Artibeus_watsoni","Artibeus_watsoni","clade",0.0471124626817564
"Artibeus_concolor","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_concolor","Artibeus_concolor","Artibeus_concolor","clade",0.0471124626817564
"Artibeus_fimbriatus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_fimbriatus","Artibeus_fimbriatus","Artibeus_fimbriatus","clade",0.0471124626817564
"Artibeus_amplus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_amplus","Artibeus_amplus","Artibeus_amplus","clade",0.0471124626817564
"Artibeus_jamaicensis","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_jamaicensis","Artibeus_jamaicensis","Artibeus_jamaicensis","clade",0.0471124626817564
"Artibeus_lituratus","Artibeus",1,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_lituratus","Artibeus_lituratus","Artibeus_lituratus","clade",0.0471124626817564
"Artibeus_obscurus","Artibeus",1,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_obscurus","Artibeus_obscurus","Artibeus_obscurus","clade",0.0471124626817564
"Artibeus_fraterculus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_fraterculus","Artibeus_fraterculus","Artibeus_fraterculus","clade",0.0471124626817564
"Artibeus_hirsutus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_hirsutus","Artibeus_hirsutus","Artibeus_hirsutus","clade",0.0471124626817564
"Artibeus_inopinatus","Artibeus",0,0,"Phyllostomidae","Phyllostomidae; Artibeus; Artibeus_inopinatus","Artibeus_inopinatus","Artibeus_inopinatus","clade",0.0471124626817564
"Ectophylla_alba","Ectophylla",0,0,"Phyllostomidae","Phyllostomidae; Ectophylla; Ectophylla_alba","Ectophylla_alba","Ectophylla_alba","clade",0.0471124626817564
"Chiroderma_salvini","Chiroderma",0,0,"Phyllostomidae","Phyllostomidae; Chiroderma; Chiroderma_salvini","Chiroderma_salvini","Chiroderma_salvini","clade",0.0471124626817564
"Chiroderma_improvisum","Chiroderma",0,0,"Phyllostomidae","Phyllostomidae; Chiroderma; Chiroderma_improvisum","Chiroderma_improvisum","Chiroderma_improvisum","clade",0.0471124626817564
"Chiroderma_villosum","Chiroderma",0,0,"Phyllostomidae","Phyllostomidae; Chiroderma; Chiroderma_villosum","Chiroderma_villosum","Chiroderma_villosum","clade",0.0471124626817564
"Chiroderma_doriae","Chiroderma",0,0,"Phyllostomidae","Phyllostomidae; Chiroderma; Chiroderma_doriae","Chiroderma_doriae","Chiroderma_doriae","clade",0.0471124626817564
"Chiroderma_trinitatum","Chiroderma",0,0,"Phyllostomidae","Phyllostomidae; Chiroderma; Chiroderma_trinitatum","Chiroderma_trinitatum","Chiroderma_trinitatum","clade",0.0471124626817564
"Mesophylla_macconnelli","Mesophylla",0,0,"Phyllostomidae","Phyllostomidae; Mesophylla; Mesophylla_macconnelli","Mesophylla_macconnelli","Mesophylla_macconnelli","clade",0.0471124626817564
"Vampyressa_melissa","Vampyressa",0,0,"Phyllostomidae","Phyllostomidae; Vampyressa; Vampyressa_melissa","Vampyressa_melissa","Vampyressa_melissa","clade",0.0471124626817564
"Vampyressa_pusilla","Vampyressa",0,0,"Phyllostomidae","Phyllostomidae; Vampyressa; Vampyressa_pusilla","Vampyressa_pusilla","Vampyressa_pusilla","clade",0.0471124626817564
"Vampyressa_thyone","Vampyressa",0,0,"Phyllostomidae","Phyllostomidae; Vampyressa; Vampyressa_thyone","Vampyressa_thyone","Vampyressa_thyone","clade",0.0471124626817564
"Vampyressa_bidens","Vampyressa",0,0,"Phyllostomidae","Phyllostomidae; Vampyressa; Vampyressa_bidens","Vampyressa_bidens","Vampyressa_bidens","clade",0.0471124626817564
"Vampyressa_brocki","Vampyressa",0,0,"Phyllostomidae","Phyllostomidae; Vampyressa; Vampyressa_brocki","Vampyressa_brocki","Vampyressa_brocki","clade",0.0471124626817564
"Vampyressa_nymphaea","Vampyressa",0,0,"Phyllostomidae","Phyllostomidae; Vampyressa; Vampyressa_nymphaea","Vampyressa_nymphaea","Vampyressa_nymphaea","clade",0.0471124626817564
"Uroderma_bilobatum","Uroderma",0,0,"Phyllostomidae","Phyllostomidae; Uroderma; Uroderma_bilobatum","Uroderma_bilobatum","Uroderma_bilobatum","clade",0.0471124626817564
"Uroderma_magnirostrum","Uroderma",0,0,"Phyllostomidae","Phyllostomidae; Uroderma; Uroderma_magnirostrum","Uroderma_magnirostrum","Uroderma_magnirostrum","clade",0.0471124626817564
"Vampyrodes_caraccioli","Vampyrodes",0,0,"Phyllostomidae","Phyllostomidae; Vampyrodes; Vampyrodes_caraccioli","Vampyrodes_caraccioli","Vampyrodes_caraccioli","clade",0.0471124626817564
"Platyrrhinus_aurarius","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_aurarius","Platyrrhinus_aurarius","Platyrrhinus_aurarius","clade",0.0471124626817564
"Platyrrhinus_brachycephalus","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_brachycephalus","Platyrrhinus_brachycephalus","Platyrrhinus_brachycephalus","clade",0.0471124626817564
"Platyrrhinus_chocoensis","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_chocoensis","Platyrrhinus_chocoensis","Platyrrhinus_chocoensis","clade",0.0471124626817564
"Platyrrhinus_dorsalis","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_dorsalis","Platyrrhinus_dorsalis","Platyrrhinus_dorsalis","clade",0.0471124626817564
"Platyrrhinus_helleri","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_helleri","Platyrrhinus_helleri","Platyrrhinus_helleri","clade",0.0471124626817564
"Platyrrhinus_infuscus","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_infuscus","Platyrrhinus_infuscus","Platyrrhinus_infuscus","clade",0.0471124626817564
"Platyrrhinus_lineatus","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_lineatus","Platyrrhinus_lineatus","Platyrrhinus_lineatus","clade",0.0471124626817564
"Platyrrhinus_recifinus","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_recifinus","Platyrrhinus_recifinus","Platyrrhinus_recifinus","clade",0.0471124626817564
"Platyrrhinus_umbratus","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_umbratus","Platyrrhinus_umbratus","Platyrrhinus_umbratus","clade",0.0471124626817564
"Platyrrhinus_vittatus","Platyrrhinus",0,0,"Phyllostomidae","Phyllostomidae; Platyrrhinus; Platyrrhinus_vittatus","Platyrrhinus_vittatus","Platyrrhinus_vittatus","clade",0.0471124626817564
"Tomopeas_ravus","Tomopeas",0,0,"Molossidae","Molossidae; Tomopeas; Tomopeas_ravus","Tomopeas_ravus","Tomopeas_ravus","clade",0.0471124626817564
"Cheiromeles_torquatus","Cheiromeles",0,0,"Molossidae","Molossidae; Cheiromeles; Cheiromeles_torquatus","Cheiromeles_torquatus","Cheiromeles_torquatus","clade",0.0471124626817564
"Cheiromeles_parvidens","Cheiromeles",0,0,"Molossidae","Molossidae; Cheiromeles; Cheiromeles_parvidens","Cheiromeles_parvidens","Cheiromeles_parvidens","clade",0.0471124626817564
"Myopterus_daubentonii","Myopterus",0,0,"Molossidae","Molossidae; Myopterus; Myopterus_daubentonii","Myopterus_daubentonii","Myopterus_daubentonii","clade",0.0471124626817564
"Myopterus_whitleyi","Myopterus",0,0,"Molossidae","Molossidae; Myopterus; Myopterus_whitleyi","Myopterus_whitleyi","Myopterus_whitleyi","clade",0.0471124626817564
"Molossops_aequatorianus","Molossops",0,0,"Molossidae","Molossidae; Molossops; Molossops_aequatorianus","Molossops_aequatorianus","Molossops_aequatorianus","clade",0.0471124626817564
"Molossops_mattogrossensis","Molossops",0,0,"Molossidae","Molossidae; Molossops; Molossops_mattogrossensis","Molossops_mattogrossensis","Molossops_mattogrossensis","clade",0.0471124626817564
"Molossops_neglectus","Molossops",0,0,"Molossidae","Molossidae; Molossops; Molossops_neglectus","Molossops_neglectus","Molossops_neglectus","clade",0.0471124626817564
"Molossops_temminckii","Molossops",0,0,"Molossidae","Molossidae; Molossops; Molossops_temminckii","Molossops_temminckii","Molossops_temminckii","clade",0.0471124626817564
"Cynomops_abrasus","Cynomops",0,0,"Molossidae","Molossidae; Cynomops; Cynomops_abrasus","Cynomops_abrasus","Cynomops_abrasus","clade",0.0471124626817564
"Cynomops_greenhalli","Cynomops",0,0,"Molossidae","Molossidae; Cynomops; Cynomops_greenhalli","Cynomops_greenhalli","Cynomops_greenhalli","clade",0.0471124626817564
"Cynomops_mexicanus","Cynomops",0,0,"Molossidae","Molossidae; Cynomops; Cynomops_mexicanus","Cynomops_mexicanus","Cynomops_mexicanus","clade",0.0471124626817564
"Cynomops_paranus","Cynomops",0,0,"Molossidae","Molossidae; Cynomops; Cynomops_paranus","Cynomops_paranus","Cynomops_paranus","clade",0.0471124626817564
"Cynomops_planirostris","Cynomops",0,0,"Molossidae","Molossidae; Cynomops; Cynomops_planirostris","Cynomops_planirostris","Cynomops_planirostris","clade",0.0471124626817564
"Platymops_setiger","Platymops",0,0,"Molossidae","Molossidae; Platymops; Platymops_setiger","Platymops_setiger","Platymops_setiger","clade",0.0471124626817564
"Mormopterus_beccarii","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_beccarii","Mormopterus_beccarii","Mormopterus_beccarii","clade",0.0471124626817564
"Mormopterus_norfolkensis","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_norfolkensis","Mormopterus_norfolkensis","Mormopterus_norfolkensis","clade",0.0471124626817564
"Mormopterus_planiceps","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_planiceps","Mormopterus_planiceps","Mormopterus_planiceps","clade",0.0471124626817564
"Mormopterus_loriae","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_loriae","Mormopterus_loriae","Mormopterus_loriae","clade",0.0471124626817564
"Sauromys_petrophilus","Sauromys",0,0,"Molossidae","Molossidae; Sauromys; Sauromys_petrophilus","Sauromys_petrophilus","Sauromys_petrophilus","clade",0.0471124626817564
"Mormopterus_kalinowskii","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_kalinowskii","Mormopterus_kalinowskii","Mormopterus_kalinowskii","clade",0.0471124626817564
"Mormopterus_minutus","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_minutus","Mormopterus_minutus","Mormopterus_minutus","clade",0.0471124626817564
"Mormopterus_phrudus","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_phrudus","Mormopterus_phrudus","Mormopterus_phrudus","clade",0.0471124626817564
"Mormopterus_doriae","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_doriae","Mormopterus_doriae","Mormopterus_doriae","clade",0.0471124626817564
"Mormopterus_jugularis","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_jugularis","Mormopterus_jugularis","Mormopterus_jugularis","clade",0.0471124626817564
"Mormopterus_acetabulosus","Mormopterus",0,0,"Molossidae","Molossidae; Mormopterus; Mormopterus_acetabulosus","Mormopterus_acetabulosus","Mormopterus_acetabulosus","clade",0.0471124626817564
"Tadarida_brasiliensis","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_brasiliensis","Tadarida_brasiliensis","Tadarida_brasiliensis","clade",0.0471124626817564
"Tadarida_australis","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_australis","Tadarida_australis","Tadarida_australis","clade",0.0471124626817564
"Tadarida_kuboriensis","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_kuboriensis","Tadarida_kuboriensis","Tadarida_kuboriensis","clade",0.0471124626817564
"Tadarida_aegyptiaca","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_aegyptiaca","Tadarida_aegyptiaca","Tadarida_aegyptiaca","clade",0.0471124626817564
"Tadarida_fulminans","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_fulminans","Tadarida_fulminans","Tadarida_fulminans","clade",0.0471124626817564
"Tadarida_lobata","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_lobata","Tadarida_lobata","Tadarida_lobata","clade",0.0471124626817564
"Tadarida_teniotis","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_teniotis","Tadarida_teniotis","Tadarida_teniotis","clade",0.0471124626817564
"Tadarida_insignis","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_insignis","Tadarida_insignis","Tadarida_insignis","clade",0.0471124626817564
"Tadarida_latouchei","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_latouchei","Tadarida_latouchei","Tadarida_latouchei","clade",0.0471124626817564
"Tadarida_ventralis","Tadarida",0,0,"Molossidae","Molossidae; Tadarida; Tadarida_ventralis","Tadarida_ventralis","Tadarida_ventralis","clade",0.0471124626817564
"Nyctinomops_aurispinosus","Nyctinomops",0,0,"Molossidae","Molossidae; Nyctinomops; Nyctinomops_aurispinosus","Nyctinomops_aurispinosus","Nyctinomops_aurispinosus","clade",0.0471124626817564
"Nyctinomops_femorosaccus","Nyctinomops",0,0,"Molossidae","Molossidae; Nyctinomops; Nyctinomops_femorosaccus","Nyctinomops_femorosaccus","Nyctinomops_femorosaccus","clade",0.0471124626817564
"Nyctinomops_laticaudatus","Nyctinomops",1,0,"Molossidae","Molossidae; Nyctinomops; Nyctinomops_laticaudatus","Nyctinomops_laticaudatus","Nyctinomops_laticaudatus","clade",0.0471124626817564
"Nyctinomops_macrotis","Nyctinomops",0,0,"Molossidae","Molossidae; Nyctinomops; Nyctinomops_macrotis","Nyctinomops_macrotis","Nyctinomops_macrotis","clade",0.121212121212115
"Otomops_formosus","Otomops",0,0,"Molossidae","Molossidae; Otomops; Otomops_formosus","Otomops_formosus","Otomops_formosus","clade",0.0471124626817564
"Otomops_martiensseni","Otomops",0,0,"Molossidae","Molossidae; Otomops; Otomops_martiensseni","Otomops_martiensseni","Otomops_martiensseni","clade",0.0471124626817564
"Otomops_madagascariensis","Otomops",0,0,"Molossidae","Molossidae; Otomops; Otomops_madagascariensis","Otomops_madagascariensis","Otomops_madagascariensis","clade",0.0471124626817564
"Otomops_papuensis","Otomops",0,0,"Molossidae","Molossidae; Otomops; Otomops_papuensis","Otomops_papuensis","Otomops_papuensis","clade",0.0471124626817564
"Otomops_secundus","Otomops",0,0,"Molossidae","Molossidae; Otomops; Otomops_secundus","Otomops_secundus","Otomops_secundus","clade",0.0471124626817564
"Otomops_wroughtoni","Otomops",0,0,"Molossidae","Molossidae; Otomops; Otomops_wroughtoni","Otomops_wroughtoni","Otomops_wroughtoni","clade",0.0471124626817564
"Promops_centralis","Promops",0,0,"Molossidae","Molossidae; Promops; Promops_centralis","Promops_centralis","Promops_centralis","clade",0.121212121212115
"Promops_nasutus","Promops",0,0,"Molossidae","Molossidae; Promops; Promops_nasutus","Promops_nasutus","Promops_nasutus","clade",0.0471124626817564
"Molossus_sinaloae","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_sinaloae","Molossus_sinaloae","Molossus_sinaloae","clade",0.0471124626817564
"Molossus_currentium","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_currentium","Molossus_currentium","Molossus_currentium","clade",0.0471124626817564
"Molossus_molossus","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_molossus","Molossus_molossus","Molossus_molossus","clade",0.0471124626817564
"Molossus_aztecus","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_aztecus","Molossus_aztecus","Molossus_aztecus","clade",0.0471124626817564
"Molossus_barnesi","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_barnesi","Molossus_barnesi","Molossus_barnesi","clade",0.0471124626817564
"Molossus_coibensis","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_coibensis","Molossus_coibensis","Molossus_coibensis","clade",0.0471124626817564
"Molossus_rufus","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_rufus","Molossus_rufus","Molossus_rufus","clade",0.0471124626817564
"Molossus_pretiosus","Molossus",0,0,"Molossidae","Molossidae; Molossus; Molossus_pretiosus","Molossus_pretiosus","Molossus_pretiosus","clade",0.0471124626817564
"Eumops_hansae","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_hansae","Eumops_hansae","Eumops_hansae","clade",0.0471124626817564
"Eumops_perotis","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_perotis","Eumops_perotis","Eumops_perotis","clade",0.0471124626817564
"Eumops_trumbulli","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_trumbulli","Eumops_trumbulli","Eumops_trumbulli","clade",0.0471124626817564
"Eumops_dabbenei","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_dabbenei","Eumops_dabbenei","Eumops_dabbenei","clade",0.0471124626817564
"Eumops_bonariensis","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_bonariensis","Eumops_bonariensis","Eumops_bonariensis","clade",0.121212121212115
"Eumops_patagonicus","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_patagonicus","Eumops_patagonicus","Eumops_patagonicus","clade",0.121212121212115
"Eumops_maurus","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_maurus","Eumops_maurus","Eumops_maurus","clade",0.0471124626817564
"Eumops_glaucinus","Eumops",1,0,"Molossidae","Molossidae; Eumops; Eumops_glaucinus","Eumops_glaucinus","Eumops_glaucinus","clade",0.0471124626817564
"Eumops_auripendulus","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_auripendulus","Eumops_auripendulus","Eumops_auripendulus","clade",0.0471124626817564
"Eumops_underwoodi","Eumops",0,0,"Molossidae","Molossidae; Eumops; Eumops_underwoodi","Eumops_underwoodi","Eumops_underwoodi","clade",0.0471124626817564
"Chaerephon_ansorgei","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_ansorgei","Chaerephon_ansorgei","Chaerephon_ansorgei","clade",0.0471124626817564
"Chaerephon_bemmeleni","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_bemmeleni","Chaerephon_bemmeleni","Chaerephon_bemmeleni","clade",0.0471124626817564
"Chaerephon_bivittatus","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_bivittatus","Chaerephon_bivittatus","Chaerephon_bivittatus","clade",0.0471124626817564
"Chaerephon_aloysiisabaudiae","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_aloysiisabaudiae","Chaerephon_aloysiisabaudiae","Chaerephon_aloysiisabaudiae","clade",0.0471124626817564
"Chaerephon_chapini","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_chapini","Chaerephon_chapini","Chaerephon_chapini","clade",0.121212121212115
"Chaerephon_shortridgei","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_shortridgei","Chaerephon_shortridgei","Chaerephon_shortridgei","clade",0.121212121212115
"Chaerephon_gallagheri","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_gallagheri","Chaerephon_gallagheri","Chaerephon_gallagheri","clade",0.121212121212115
"Chaerephon_jobensis","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_jobensis","Chaerephon_jobensis","Chaerephon_jobensis","clade",0.121212121212115
"Chaerephon_solomonis","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_solomonis","Chaerephon_solomonis","Chaerephon_solomonis","clade",0.121212121212115
"Chaerephon_bregullae","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_bregullae","Chaerephon_bregullae","Chaerephon_bregullae","clade",0.121212121212115
"Chaerephon_johorensis","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_johorensis","Chaerephon_johorensis","Chaerephon_johorensis","clade",0.121212121212115
"Chaerephon_major","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_major","Chaerephon_major","Chaerephon_major","clade",0.121212121212115
"Chaerephon_nigeriae","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_nigeriae","Chaerephon_nigeriae","Chaerephon_nigeriae","clade",0.121212121212115
"Chaerephon_plicatus","Chaerephon",1,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_plicatus","Chaerephon_plicatus","Chaerephon_plicatus","clade",0.121212121212115
"Chaerephon_leucogaster","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_leucogaster","Chaerephon_leucogaster","Chaerephon_leucogaster","clade",0.121212121212115
"Chaerephon_pumilus","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_pumilus","Chaerephon_pumilus","Chaerephon_pumilus","clade",0.121212121212115
"Chaerephon_russatus","Chaerephon",0,0,"Molossidae","Molossidae; Chaerephon; Chaerephon_russatus","Chaerephon_russatus","Chaerephon_russatus","clade",0.121212121212115
"Mops_brachypterus","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_brachypterus","Mops_brachypterus","Mops_brachypterus","clade",0.121212121212115
"Mops_nanulus","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_nanulus","Mops_nanulus","Mops_nanulus","clade",0.121212121212115
"Mops_petersoni","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_petersoni","Mops_petersoni","Mops_petersoni","clade",0.121212121212115
"Mops_spurrelli","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_spurrelli","Mops_spurrelli","Mops_spurrelli","clade",0.0471124626817564
"Mops_thersites","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_thersites","Mops_thersites","Mops_thersites","clade",0.0471124626817564
"Mops_congicus","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_congicus","Mops_congicus","Mops_congicus","clade",0.0471124626817564
"Mops_condylurus","Mops",1,0,"Molossidae","Molossidae; Mops; Mops_condylurus","Mops_condylurus","Mops_condylurus","clade",0.0471124626817564
"Mops_leucostigma","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_leucostigma","Mops_leucostigma","Mops_leucostigma","clade",0.0471124626817564
"Mops_midas","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_midas","Mops_midas","Mops_midas","clade",0.121212121212115
"Mops_mops","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_mops","Mops_mops","Mops_mops","clade",0.121212121212115
"Mops_niangarae","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_niangarae","Mops_niangarae","Mops_niangarae","clade",0.121212121212115
"Mops_sarasinorum","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_sarasinorum","Mops_sarasinorum","Mops_sarasinorum","clade",0.121212121212115
"Mops_trevori","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_trevori","Mops_trevori","Mops_trevori","clade",0.121212121212115
"Mops_demonstrator","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_demonstrator","Mops_demonstrator","Mops_demonstrator","clade",0.121212121212115
"Mops_niveiventer","Mops",0,0,"Molossidae","Molossidae; Mops; Mops_niveiventer","Mops_niveiventer","Mops_niveiventer","clade",0.121212121212115
"Miniopterus_majori","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_majori","Miniopterus_majori","Miniopterus_majori","clade",0.121212121212115
"Miniopterus_natalensis","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_natalensis","Miniopterus_natalensis","Miniopterus_natalensis","clade",0.121212121212115
"Miniopterus_schreibersii","Miniopterus",1,1,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_schreibersii","Miniopterus_schreibersii","Miniopterus_schreibersii","clade",0.121212121212115
"Miniopterus_robustior","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_robustior","Miniopterus_robustior","Miniopterus_robustior","clade",0.121212121212115
"Miniopterus_tristis","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_tristis","Miniopterus_tristis","Miniopterus_tristis","clade",0.121212121212115
"Miniopterus_inflatus","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_inflatus","Miniopterus_inflatus","Miniopterus_inflatus","clade",0.121212121212115
"Miniopterus_africanus","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_africanus","Miniopterus_africanus","Miniopterus_africanus","clade",0.0471124626817564
"Miniopterus_magnater","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_magnater","Miniopterus_magnater","Miniopterus_magnater","clade",0.0471124626817564
"Miniopterus_fraterculus","Miniopterus",0,0,"Vespertilionidae","Vespertilionidae; Miniopterus; Miniopterus_fraterculus","Miniopterus_fraterculus","Miniopterus_fraterculus","clade",0.0471124626817564
