"","origin","host_family","host_genus","host_species","virus_genus","virus_subgenus","clean_hostnames"
"235","Anthony","Mormoopidae","Pteronotus","Pteronotus_davyi","Betacoronavirus","","Pteronotus_davyi"
"236","Anthony","Pteropodidae","Eidolon","Eidolon_helvum","Betacoronavirus","","Eidolon_helvum"
"237","Anthony","Pteropodidae","Micropteropus","Micropteropus_pusillus","Betacoronavirus","","Micropteropus_pusillus"
"238","Anthony","Hipposideridae","Triaenops","Triaenops_persicus","Betacoronavirus","","Triaenops_persicus"
"239","Anthony","Pteropodidae","Epomophorus","Epomophorus_labiatus","Betacoronavirus","","Epomophorus_labiatus"
"240","Anthony","Pteropodidae","Epomophorus","Epomophorus_gambianus","Betacoronavirus","","Epomophorus_gambianus"
"241","Anthony","Vespertilionidae","Scotophilus","Scotophilus_dinganii","Betacoronavirus","","Scotophilus_dinganii"
"242","Anthony","Vespertilionidae","Scotophilus","Scotophilus_leucogaster","Betacoronavirus","","Scotophilus_leucogaster"
"243","Anthony","Vespertilionidae","Ia","Ia_io","Betacoronavirus","","Ia_io"
"244","Anthony","Hipposideridae","Hipposideros","Hipposideros_armiger","Betacoronavirus","","Hipposideros_armiger"
"245","Anthony","Rhinolophidae","Rhinolophus","Rhinolophus_hipposideros","Betacoronavirus","","Rhinolophus_hipposideros"
"246","Anthony","Rhinolophidae","Rhinolophus","Rhinolophus_blasii","Betacoronavirus","","Rhinolophus_blasii"
"247","Anthony","Vespertilionidae","Eptesicus","Eptesicus_nilssonii","Betacoronavirus","","Eptesicus_nilssonii"
"248","Anthony","Vespertilionidae","Pipistrellus","Pipistrellus_hesperidus","Betacoronavirus","","Pipistrellus_hesperidus"
"249","Anthony","Vespertilionidae","Eptesicus","Eptesicus_serotinus","Betacoronavirus","","Eptesicus_serotinus"
"250","Anthony","Phyllostomidae","Carollia","Carollia_perspicillata","Betacoronavirus","","Carollia_perspicillata"
"251","Anthony","Vespertilionidae","Pipistrellus","Pipistrellus_abramus","Betacoronavirus","Merbecovirus","Pipistrellus_abramus"
"252","HP3","Pteropodidae","Rousettus","Rousettus_amplexicaudatus","Ebolavirus","","Rousettus_amplexicaudatus"
"253","HP3","Pteropodidae","Rousettus","Rousettus_leschenaultii","Ebolavirus","","Rousettus_leschenaultii"
"254","HP3","Pteropodidae","Eidolon","Eidolon_helvum","Ebolavirus","","Eidolon_helvum"
"255","HP3","Pteropodidae","Epomops","Epomops_franqueti","Ebolavirus","","Epomops_franqueti"
"256","HP3","Pteropodidae","Hypsignathus","Hypsignathus_monstrosus","Ebolavirus","","Hypsignathus_monstrosus"
"257","HP3","Pteropodidae","Micropteropus","Micropteropus_pusillus","Ebolavirus","","Micropteropus_pusillus"
"258","HP3","Pteropodidae","Myonycteris","Myonycteris_torquata","Ebolavirus","","Myonycteris_torquata"
"259","HP3","Pteropodidae","Rousettus","Rousettus_aegyptiacus","Ebolavirus","","Rousettus_aegyptiacus"
"260","HP3","Molossidae","Chaerephon","Chaerephon_pusillus","Flavivirus","","Chaerephon_pumilus"
"261","HP3","Pteropodidae","Cynopterus","Cynopterus_brachyotis","Flavivirus","","Cynopterus_brachyotis"
"262","HP3","Pteropodidae","Macroglossus","Macroglossus_minimus","Flavivirus","","Macroglossus_minimus"
"263","HP3","Vespertilionidae","Scotophilus","Scotophilus_nigrita","Flavivirus","","Scotophilus_nigrita"
"264","HP3","Emballonuridae","Taphozous","Taphozous_perforatus","Flavivirus","","Taphozous_perforatus"
"265","HP3","Phyllostomidae","Anoura","Anoura_geoffroyi","Flavivirus","","Anoura_geoffroyi"
"266","HP3","Phyllostomidae","Dermanura","Dermanura_cinerea","Flavivirus","","Artibeus_cinereus"
"267","HP3","Phyllostomidae","Artibeus","Artibeus_jamaicensis","Flavivirus","","Artibeus_jamaicensis"
"268","HP3","Phyllostomidae","Artibeus","Artibeus_lituratus","Flavivirus","","Artibeus_lituratus"
"269","HP3","Phyllostomidae","Carollia","Carollia_brevicauda","Flavivirus","","Carollia_brevicauda"
"270","HP3","Phyllostomidae","Carollia","Carollia_perspicillata","Flavivirus","","Carollia_perspicillata"
"271","HP3","Phyllostomidae","Desmodus","Desmodus_rotundus","Flavivirus","","Desmodus_rotundus"
"272","HP3","Molossidae","Molossus","Molossus_molossus","Flavivirus","","Molossus_molossus"
"273","HP3","Molossidae","Molossus","Molossus_rufus","Flavivirus","","Molossus_rufus"
"274","HP3","Vespertilionidae","Myotis","Myotis_nigricans","Flavivirus","","Myotis_nigricans"
"275","HP3","Natalidae","Natalus","Natalus_stramineus","Flavivirus","","Natalus_stramineus"
"276","HP3","Phyllostomidae","Phyllostomus","Phyllostomus_hastatus","Flavivirus","","Phyllostomus_hastatus"
"277","HP3","Mormoopidae","Pteronotus","Pteronotus_davyi","Flavivirus","","Pteronotus_davyi"
"278","HP3","Mormoopidae","Pteronotus","Pteronotus_parnellii","Flavivirus","","Pteronotus_parnellii"
"279","HP3","Pteropodidae","Pteropus","Pteropus_alecto","Flavivirus","","Pteropus_alecto"
"280","HP3","Pteropodidae","Pteropus","Pteropus_scapulatus","Flavivirus","","Pteropus_scapulatus"
"281","HP3","Pteropodidae","Rousettus","Rousettus_leschenaultii","Flavivirus","","Rousettus_leschenaultii"
"282","HP3","Vespertilionidae","Scotophilus","Scotophilus_kuhlii","Flavivirus","","Scotophilus_kuhlii"
"283","HP3","Phyllostomidae","Sturnira","Sturnira_lilium","Flavivirus","","Sturnira_lilium"
"284","HP3","Vespertilionidae","Pipistrellus","Pipistrellus_pipistrellus","Flavivirus","","Pipistrellus_pipistrellus"
"285","HP3","Phyllostomidae","Glossophaga","Glossophaga_soricina","Flavivirus","","Glossophaga_soricina"
"286","HP3","Natalidae","Natalus","Natalus_tumidirostris","Flavivirus","","Natalus_tumidirostris"
"287","HP3","Phyllostomidae","Platyrrhinus","Platyrrhinus_helleri","Flavivirus","","Platyrrhinus_helleri"
"288","HP3","Pteropodidae","Cynopterus","Cynopterus_sphinx","Flavivirus","","Cynopterus_sphinx"
"289","HP3","Hipposideridae","Hipposideros","Hipposideros_armiger","Flavivirus","","Hipposideros_armiger"
"290","HP3","Hipposideridae","Hipposideros","Hipposideros_bicolor","Flavivirus","","Hipposideros_bicolor"
"291","HP3","Hipposideridae","Hipposideros","Hipposideros_cineraceus","Flavivirus","","Hipposideros_cineraceus"
"292","HP3","Hipposideridae","Hipposideros","Hipposideros_pomona","Flavivirus","","Hipposideros_pomona"
"293","HP3","Hipposideridae","Hipposideros","Hipposideros_speoris","Flavivirus","","Hipposideros_speoris"
"294","HP3","Miniopteridae","Miniopterus","Miniopterus_fuliginosus","Flavivirus","","Miniopterus_schreibersii"
"295","HP3","Miniopteridae","Miniopterus","Miniopterus_schreibersii","Flavivirus","","Miniopterus_schreibersii"
"296","HP3","Vespertilionidae","Murina","Murina_aurata","Flavivirus","","Murina_aurata"
"297","HP3","Vespertilionidae","Murina","Murina_leucogaster","Flavivirus","","Murina_leucogaster"
"298","HP3","Vespertilionidae","Myotis","Myotis_macrodactylus","Flavivirus","","Myotis_macrodactylus"
"299","HP3","Vespertilionidae","Myotis","Myotis_mystacinus","Flavivirus","","Myotis_mystacinus"
"300","HP3","Vespertilionidae","Pipistrellus","Pipistrellus_abramus","Flavivirus","","Pipistrellus_abramus"
"301","HP3","Vespertilionidae","Plecotus","Plecotus_auritus","Flavivirus","","Plecotus_auritus"
"302","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_ferrumequinum","Flavivirus","","Rhinolophus_ferrumequinum"
"303","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_pusillus","Flavivirus","","Rhinolophus_pusillus"
"304","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_rouxii","Flavivirus","","Rhinolophus_rouxii"
"305","HP3","Emballonuridae","Taphozous","Taphozous_melanopogon","Flavivirus","","Taphozous_melanopogon"
"306","HP3","Vespertilionidae","Vespertilio","Vespertilio_sinensis","Flavivirus","","Vespertilio_sinensis"
"307","HP3","Pteropodidae","Eonycteris","Eonycteris_spelaea","Flavivirus","","Eonycteris_spelaea"
"308","HP3","Hipposideridae","Hipposideros","Hipposideros_lankadiva","Flavivirus","","Hipposideros_lankadiva"
"309","HP3","Vespertilionidae","Myotis","Myotis_lucifugus","Flavivirus","","Myotis_lucifugus"
"310","HP3","Vespertilionidae","Vespadelus","Vespadelus_pumilus","Flavivirus","","Vespadelus_pumilus"
"311","HP3","Phyllostomidae","Dermanura","Dermanura_phaeotis","Flavivirus","","Artibeus_phaeotis"
"312","HP3","Phyllostomidae","Dermanura","Dermanura_tolteca","Flavivirus","","Artibeus_toltecus"
"313","HP3","Vespertilionidae","Eptesicus","Eptesicus_fuscus","Flavivirus","","Eptesicus_fuscus"
"314","HP3","Mormoopidae","Mormoops","Mormoops_megalophylla","Flavivirus","","Mormoops_megalophylla"
"315","HP3","Phyllostomidae","Phyllostomus","Phyllostomus_discolor","Flavivirus","","Phyllostomus_discolor"
"316","HP3","Molossidae","Tadarida","Tadarida_brasiliensis","Flavivirus","","Tadarida_brasiliensis"
"317","HP3","Nycteridae","Nycteris","Nycteris_gambiensis","Flavivirus","","Nycteris_gambiensis"
"318","HP3","Phyllostomidae","Sturnira","Sturnira_tildae","Flavivirus","","Sturnira_tildae"
"319","HP3","Phyllostomidae","Mimon","Mimon_crenulatum","Flavivirus","","Mimon_crenulatum"
"320","HP3","Phyllostomidae","Uroderma","Uroderma_bilobatum","Flavivirus","","Uroderma_bilobatum"
"321","HP3","Pteropodidae","Pteropus","Pteropus_vampyrus","Flavivirus","","Pteropus_vampyrus"
"322","HP3","Vespertilionidae","Barbastella","Barbastella_barbastellus","Flavivirus","","Barbastella_barbastellus"
"323","HP3","Pteropodidae","Eidolon","Eidolon_helvum","Flavivirus","","Eidolon_helvum"
"324","HP3","Vespertilionidae","Myotis","Myotis_septentrionalis","Flavivirus","","Myotis_septentrionalis"
"325","HP3","Pteropodidae","Rousettus","Rousettus_aegyptiacus","Flavivirus","","Rousettus_aegyptiacus"
"326","HP3","Pteropodidae","Dobsonia","Dobsonia_anderseni","Henipavirus","","Dobsonia_anderseni"
"327","HP3","Pteropodidae","Dobsonia","Dobsonia_moluccensis","Henipavirus","","Dobsonia_moluccensis"
"328","HP3","Pteropodidae","Eidolon","Eidolon_dupreanum","Henipavirus","","Eidolon_dupreanum"
"329","HP3","Pteropodidae","Eidolon","Eidolon_helvum","Henipavirus","","Eidolon_helvum"
"330","HP3","Pteropodidae","Pteropus","Pteropus_admiralitatum","Henipavirus","","Pteropus_admiralitatum"
"331","HP3","Pteropodidae","Pteropus","Pteropus_alecto","Henipavirus","","Pteropus_alecto"
"332","HP3","Pteropodidae","Pteropus","Pteropus_capistratus","Henipavirus","","Pteropus_capistratus"
"333","HP3","Pteropodidae","Pteropus","Pteropus_conspicillatus","Henipavirus","","Pteropus_conspicillatus"
"334","HP3","Pteropodidae","Pteropus","Pteropus_hypomelanus","Henipavirus","","Pteropus_hypomelanus"
"335","HP3","Pteropodidae","Pteropus","Pteropus_neohibernicus","Henipavirus","","Pteropus_neohibernicus"
"336","HP3","Pteropodidae","Pteropus","Pteropus_poliocephalus","Henipavirus","","Pteropus_poliocephalus"
"337","HP3","Pteropodidae","Pteropus","Pteropus_rufus","Henipavirus","","Pteropus_rufus"
"338","HP3","Pteropodidae","Pteropus","Pteropus_scapulatus","Henipavirus","","Pteropus_scapulatus"
"339","HP3","Pteropodidae","Cynopterus","Cynopterus_brachyotis","Henipavirus","","Cynopterus_brachyotis"
"340","HP3","Pteropodidae","Eonycteris","Eonycteris_spelaea","Henipavirus","","Eonycteris_spelaea"
"341","HP3","Pteropodidae","Epomophorus","Epomophorus_gambianus","Henipavirus","","Epomophorus_gambianus"
"342","HP3","Hipposideridae","Hipposideros","Hipposideros_armiger","Henipavirus","","Hipposideros_armiger"
"343","HP3","Hipposideridae","Hipposideros","Hipposideros_larvatus","Henipavirus","","Hipposideros_larvatus"
"344","HP3","Hipposideridae","Hipposideros","Hipposideros_pomona","Henipavirus","","Hipposideros_pomona"
"345","HP3","Pteropodidae","Hypsignathus","Hypsignathus_monstrosus","Henipavirus","","Hypsignathus_monstrosus"
"346","HP3","Vespertilionidae","Myotis","Myotis_daubentonii","Henipavirus","","Myotis_daubentonii"
"347","HP3","Vespertilionidae","Myotis","Myotis_pilosus","Henipavirus","","Myotis_ricketti"
"348","HP3","Pteropodidae","Pteropus","Pteropus_giganteus","Henipavirus","","Pteropus_giganteus"
"349","HP3","Pteropodidae","Pteropus","Pteropus_lylei","Henipavirus","","Pteropus_lylei"
"350","HP3","Pteropodidae","Pteropus","Pteropus_vampyrus","Henipavirus","","Pteropus_vampyrus"
"351","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_affinis","Henipavirus","","Rhinolophus_affinis"
"352","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_sinicus","Henipavirus","","Rhinolophus_sinicus"
"353","HP3","Pteropodidae","Rousettus","Rousettus_leschenaultii","Henipavirus","","Rousettus_leschenaultii"
"354","HP3","Vespertilionidae","Scotophilus","Scotophilus_kuhlii","Henipavirus","","Scotophilus_kuhlii"
"355","HP3","Vespertilionidae","Myotis","Myotis_blythii","Lyssavirus","","Myotis_blythii"
"356","HP3","Pteropodidae","Pteropus","Pteropus_giganteus","Lyssavirus","","Pteropus_giganteus"
"357","HP3","Pteropodidae","Pteropus","Pteropus_lylei","Lyssavirus","","Pteropus_lylei"
"358","HP3","Pteropodidae","Eonycteris","Eonycteris_spelaea","Lyssavirus","","Eonycteris_spelaea"
"359","HP3","Miniopteridae","Miniopterus","Miniopterus_schreibersii","Lyssavirus","","Miniopterus_schreibersii"
"360","HP3","Vespertilionidae","Philetor","Philetor_brachypterus","Lyssavirus","","Philetor_brachypterus"
"361","HP3","Pteropodidae","Pteropus","Pteropus_alecto","Lyssavirus","","Pteropus_alecto"
"362","HP3","Pteropodidae","Pteropus","Pteropus_conspicillatus","Lyssavirus","","Pteropus_conspicillatus"
"363","HP3","Pteropodidae","Pteropus","Pteropus_hypomelanus","Lyssavirus","","Pteropus_hypomelanus"
"364","HP3","Pteropodidae","Pteropus","Pteropus_poliocephalus","Lyssavirus","","Pteropus_poliocephalus"
"365","HP3","Pteropodidae","Pteropus","Pteropus_scapulatus","Lyssavirus","","Pteropus_scapulatus"
"366","HP3","Pteropodidae","Rousettus","Rousettus_amplexicaudatus","Lyssavirus","","Rousettus_amplexicaudatus"
"367","HP3","Emballonuridae","Saccolaimus","Saccolaimus_flaviventris","Lyssavirus","","Saccolaimus_flaviventris"
"368","HP3","Emballonuridae","Saccolaimus","Saccolaimus_saccolaimus","Lyssavirus","","Saccolaimus_saccolaimus"
"369","HP3","Vespertilionidae","Scotophilus","Scotophilus_kuhlii","Lyssavirus","","Scotophilus_kuhlii"
"370","HP3","Emballonuridae","Taphozous","Taphozous_melanopogon","Lyssavirus","","Taphozous_melanopogon"
"371","HP3","Vespertilionidae","Nyctalus","Nyctalus_noctula","Lyssavirus","","Nyctalus_noctula"
"372","HP3","Nycteridae","Nycteris","Nycteris_thebaica","Lyssavirus","","Nycteris_thebaica"
"373","HP3","Vespertilionidae","Vespertilio","Vespertilio_murinus","Lyssavirus","","Vespertilio_murinus"
"374","HP3","Vespertilionidae","Barbastella","Barbastella_barbastellus","Lyssavirus","","Barbastella_barbastellus"
"375","HP3","Vespertilionidae","Eptesicus","Eptesicus_serotinus","Lyssavirus","","Eptesicus_serotinus"
"376","HP3","Vespertilionidae","Myotis","Myotis_dasycneme","Lyssavirus","","Myotis_dasycneme"
"377","HP3","Vespertilionidae","Myotis","Myotis_daubentonii","Lyssavirus","","Myotis_daubentonii"
"378","HP3","Vespertilionidae","Myotis","Myotis_myotis","Lyssavirus","","Myotis_myotis"
"379","HP3","Vespertilionidae","Myotis","Myotis_nattereri","Lyssavirus","","Myotis_nattereri"
"380","HP3","Vespertilionidae","Pipistrellus","Pipistrellus_nathusii","Lyssavirus","","Pipistrellus_nathusii"
"381","HP3","Vespertilionidae","Pipistrellus","Pipistrellus_pipistrellus","Lyssavirus","","Pipistrellus_pipistrellus"
"382","HP3","Vespertilionidae","Plecotus","Plecotus_auritus","Lyssavirus","","Plecotus_auritus"
"383","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_ferrumequinum","Lyssavirus","","Rhinolophus_ferrumequinum"
"384","HP3","Pteropodidae","Rousettus","Rousettus_aegyptiacus","Lyssavirus","","Rousettus_aegyptiacus"
"385","HP3","Molossidae","Tadarida","Tadarida_teniotis","Lyssavirus","","Tadarida_teniotis"
"386","HP3","Vespertilionidae","Murina","Murina_leucogaster","Lyssavirus","","Murina_leucogaster"
"387","HP3","Vespertilionidae","Myotis","Myotis_mystacinus","Lyssavirus","","Myotis_mystacinus"
"388","HP3","Pteropodidae","Cynopterus","Cynopterus_sphinx","Lyssavirus","","Cynopterus_sphinx"
"389","HP3","Pteropodidae","Eidolon","Eidolon_helvum","Lyssavirus","","Eidolon_helvum"
"390","HP3","Pteropodidae","Epomophorus","Epomophorus_gambianus","Lyssavirus","","Epomophorus_gambianus"
"391","HP3","Pteropodidae","Epomophorus","Epomophorus_wahlbergi","Lyssavirus","","Epomophorus_wahlbergi"
"392","HP3","Pteropodidae","Epomops","Epomops_dobsonii","Lyssavirus","","Epomops_dobsonii"
"393","HP3","Pteropodidae","Micropteropus","Micropteropus_pusillus","Lyssavirus","","Micropteropus_pusillus"
"394","HP3","Nycteridae","Nycteris","Nycteris_gambiensis","Lyssavirus","","Nycteris_gambiensis"
"395","HP3","Vespertilionidae","Antrozous","Antrozous_pallidus","Lyssavirus","","Antrozous_pallidus"
"396","HP3","Phyllostomidae","Dermanura","Dermanura_cinerea","Lyssavirus","","Artibeus_cinereus"
"397","HP3","Phyllostomidae","Artibeus","Artibeus_fimbriatus","Lyssavirus","","Artibeus_fimbriatus"
"398","HP3","Phyllostomidae","Artibeus","Artibeus_jamaicensis","Lyssavirus","","Artibeus_jamaicensis"
"399","HP3","Phyllostomidae","Artibeus","Artibeus_lituratus","Lyssavirus","","Artibeus_lituratus"
"400","HP3","Phyllostomidae","Dermanura","Dermanura_phaeotis","Lyssavirus","","Artibeus_phaeotis"
"401","HP3","Phyllostomidae","Artibeus","Artibeus_planirostris","Lyssavirus","","Artibeus_jamaicensis"
"402","HP3","Phyllostomidae","Carollia","Carollia_perspicillata","Lyssavirus","","Carollia_perspicillata"
"403","HP3","Phyllostomidae","Chrotopterus","Chrotopterus_auritus","Lyssavirus","","Chrotopterus_auritus"
"404","HP3","Vespertilionidae","Corynorhinus","Corynorhinus_townsendii","Lyssavirus","","Corynorhinus_townsendii"
"405","HP3","Molossidae","Cynomops","Cynomops_abrasus","Lyssavirus","","Cynomops_abrasus"
"406","HP3","Molossidae","Cynomops","Cynomops_planirostris","Lyssavirus","","Cynomops_planirostris"
"407","HP3","Pteropodidae","Cynopterus","Cynopterus_brachyotis","Lyssavirus","","Cynopterus_brachyotis"
"408","HP3","Phyllostomidae","Desmodus","Desmodus_rotundus","Lyssavirus","","Desmodus_rotundus"
"409","HP3","Phyllostomidae","Diaemus","Diaemus_youngi","Lyssavirus","","Diaemus_youngi"
"410","HP3","Emballonuridae","Diclidurus","Diclidurus_albus","Lyssavirus","","Diclidurus_albus"
"411","HP3","Phyllostomidae","Diphylla","Diphylla_ecaudata","Lyssavirus","","Diphylla_ecaudata"
"412","HP3","Vespertilionidae","Eptesicus","Eptesicus_brasiliensis","Lyssavirus","","Eptesicus_brasiliensis"
"413","HP3","Vespertilionidae","Eptesicus","Eptesicus_diminutus","Lyssavirus","","Eptesicus_diminutus"
"414","HP3","Vespertilionidae","Eptesicus","Eptesicus_furinalis","Lyssavirus","","Eptesicus_furinalis"
"415","HP3","Vespertilionidae","Eptesicus","Eptesicus_fuscus","Lyssavirus","","Eptesicus_fuscus"
"416","HP3","Vespertilionidae","Euderma","Euderma_maculatum","Lyssavirus","","Euderma_maculatum"
"417","HP3","Molossidae","Eumops","Eumops_auripendulus","Lyssavirus","","Eumops_auripendulus"
"418","HP3","Molossidae","Eumops","Eumops_glaucinus","Lyssavirus","","Eumops_glaucinus"
"419","HP3","Molossidae","Eumops","Eumops_patagonicus","Lyssavirus","","Eumops_patagonicus"
"420","HP3","Molossidae","Eumops","Eumops_perotis","Lyssavirus","","Eumops_perotis"
"421","HP3","Phyllostomidae","Glossophaga","Glossophaga_longirostris","Lyssavirus","","Glossophaga_longirostris"
"422","HP3","Phyllostomidae","Glossophaga","Glossophaga_morenoi","Lyssavirus","","Glossophaga_morenoi"
"423","HP3","Phyllostomidae","Glossophaga","Glossophaga_soricina","Lyssavirus","","Glossophaga_soricina"
"424","HP3","Vespertilionidae","Histiotus","Histiotus_montanus","Lyssavirus","","Histiotus_montanus"
"425","HP3","Vespertilionidae","Histiotus","Histiotus_velatus","Lyssavirus","","Histiotus_velatus"
"426","HP3","Vespertilionidae","Lasionycteris","Lasionycteris_noctivagans","Lyssavirus","","Lasionycteris_noctivagans"
"427","HP3","Vespertilionidae","Lasiurus","Lasiurus_blossevillii","Lyssavirus","","Lasiurus_blossevillii"
"428","HP3","Vespertilionidae","Lasiurus","Lasiurus_borealis","Lyssavirus","","Lasiurus_borealis"
"429","HP3","Vespertilionidae","Lasiurus","Lasiurus_cinereus","Lyssavirus","","Lasiurus_cinereus"
"430","HP3","Vespertilionidae","Lasiurus","Lasiurus_ega","Lyssavirus","","Lasiurus_ega"
"431","HP3","Vespertilionidae","Lasiurus","Lasiurus_egregius","Lyssavirus","","Lasiurus_egregius"
"432","HP3","Vespertilionidae","Lasiurus","Lasiurus_intermedius","Lyssavirus","","Lasiurus_intermedius"
"433","HP3","Vespertilionidae","Lasiurus","Lasiurus_seminolus","Lyssavirus","","Lasiurus_seminolus"
"434","HP3","Vespertilionidae","Lasiurus","Lasiurus_xanthinus","Lyssavirus","","Lasiurus_xanthinus"
"435","HP3","Phyllostomidae","Leptonycteris","Leptonycteris_curasoae","Lyssavirus","","Leptonycteris_curasoae"
"436","HP3","Phyllostomidae","Leptonycteris","Leptonycteris_nivalis","Lyssavirus","","Leptonycteris_nivalis"
"437","HP3","Phyllostomidae","Macrotus","Macrotus_californicus","Lyssavirus","","Macrotus_californicus"
"438","HP3","Phyllostomidae","Micronycteris","Micronycteris_megalotis","Lyssavirus","","Micronycteris_megalotis"
"439","HP3","Molossidae","Molossops","Molossops_neglectus","Lyssavirus","","Molossops_neglectus"
"440","HP3","Molossidae","Molossus","Molossus_molossus","Lyssavirus","","Molossus_molossus"
"441","HP3","Molossidae","Molossus","Molossus_rufus","Lyssavirus","","Molossus_rufus"
"442","HP3","Mormoopidae","Mormoops","Mormoops_megalophylla","Lyssavirus","","Mormoops_megalophylla"
"443","HP3","Vespertilionidae","Myotis","Myotis_albescens","Lyssavirus","","Myotis_albescens"
"444","HP3","Vespertilionidae","Myotis","Myotis_austroriparius","Lyssavirus","","Myotis_austroriparius"
"445","HP3","Vespertilionidae","Myotis","Myotis_californicus","Lyssavirus","","Myotis_californicus"
"446","HP3","Vespertilionidae","Myotis","Myotis_chiloensis","Lyssavirus","","Myotis_chiloensis"
"447","HP3","Vespertilionidae","Myotis","Myotis_evotis","Lyssavirus","","Myotis_evotis"
"448","HP3","Vespertilionidae","Myotis","Myotis_grisescens","Lyssavirus","","Myotis_grisescens"
"449","HP3","Vespertilionidae","Myotis","Myotis_keenii","Lyssavirus","","Myotis_keenii"
"450","HP3","Vespertilionidae","Myotis","Myotis_leibii","Lyssavirus","","Myotis_leibii"
"451","HP3","Vespertilionidae","Myotis","Myotis_levis","Lyssavirus","","Myotis_levis"
"452","HP3","Vespertilionidae","Myotis","Myotis_lucifugus","Lyssavirus","","Myotis_lucifugus"
"453","HP3","Vespertilionidae","Myotis","Myotis_nigricans","Lyssavirus","","Myotis_nigricans"
"454","HP3","Vespertilionidae","Myotis","Myotis_riparius","Lyssavirus","","Myotis_riparius"
"455","HP3","Vespertilionidae","Myotis","Myotis_septentrionalis","Lyssavirus","","Myotis_septentrionalis"
"456","HP3","Vespertilionidae","Myotis","Myotis_thysanodes","Lyssavirus","","Myotis_thysanodes"
"457","HP3","Vespertilionidae","Myotis","Myotis_velifer","Lyssavirus","","Myotis_velifer"
"458","HP3","Vespertilionidae","Myotis","Myotis_volans","Lyssavirus","","Myotis_volans"
"459","HP3","Vespertilionidae","Myotis","Myotis_yumanensis","Lyssavirus","","Myotis_yumanensis"
"460","HP3","Vespertilionidae","Nycticeius","Nycticeius_humeralis","Lyssavirus","","Nycticeius_humeralis"
"461","HP3","Molossidae","Nyctinomops","Nyctinomops_laticaudatus","Lyssavirus","","Nyctinomops_laticaudatus"
"462","HP3","Molossidae","Nyctinomops","Nyctinomops_macrotis","Lyssavirus","","Nyctinomops_macrotis"
"463","HP3","Phyllostomidae","Phyllostomus","Phyllostomus_hastatus","Lyssavirus","","Phyllostomus_hastatus"
"464","HP3","Vespertilionidae","Parastrellus","Parastrellus_hesperus","Lyssavirus","","Pipistrellus_hesperus"
"465","HP3","Vespertilionidae","Perimyotis","Perimyotis_subflavus","Lyssavirus","","Pipistrellus_subflavus"
"466","HP3","Phyllostomidae","Platyrrhinus","Platyrrhinus_lineatus","Lyssavirus","","Platyrrhinus_lineatus"
"467","HP3","Mormoopidae","Pteronotus","Pteronotus_davyi","Lyssavirus","","Pteronotus_davyi"
"468","HP3","Mormoopidae","Pteronotus","Pteronotus_parnellii","Lyssavirus","","Pteronotus_parnellii"
"469","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_pusillus","Lyssavirus","","Rhinolophus_pusillus"
"470","HP3","Pteropodidae","Rousettus","Rousettus_leschenaultii","Lyssavirus","","Rousettus_leschenaultii"
"471","HP3","Phyllostomidae","Sturnira","Sturnira_lilium","Lyssavirus","","Sturnira_lilium"
"472","HP3","Molossidae","Tadarida","Tadarida_brasiliensis","Lyssavirus","","Tadarida_brasiliensis"
"473","HP3","Phyllostomidae","Uroderma","Uroderma_bilobatum","Lyssavirus","","Uroderma_bilobatum"
"474","HP3","Pteropodidae","Epomops","Epomops_franqueti","Marburgvirus","","Epomops_franqueti"
"475","HP3","Pteropodidae","Hypsignathus","Hypsignathus_monstrosus","Marburgvirus","","Hypsignathus_monstrosus"
"476","HP3","Miniopteridae","Miniopterus","Miniopterus_inflatus","Marburgvirus","","Miniopterus_inflatus"
"477","HP3","Rhinolophidae","Rhinolophus","Rhinolophus_eloquens","Marburgvirus","","Rhinolophus_eloquens"
"478","HP3","Pteropodidae","Rousettus","Rousettus_aegyptiacus","Marburgvirus","","Rousettus_aegyptiacus"
"479","HP3","Nycteridae","Nycteris","Nycteris_gambiensis","Orbivirus","","Nycteris_gambiensis"
"480","HP3","Nycteridae","Nycteris","Nycteris_nana","Orbivirus","","Nycteris_nana"
"481","HP3","Pteropodidae","Eidolon","Eidolon_helvum","Orbivirus","","Eidolon_helvum"
"482","HP3","Pteropodidae","Syconycteris","Syconycteris_australis","Orbivirus","","Syconycteris_australis"
"483","HP3","Phyllostomidae","Anoura","Anoura_geoffroyi","Orthobunyavirus","","Anoura_geoffroyi"
"484","HP3","Phyllostomidae","Carollia","Carollia_perspicillata","Orthobunyavirus","","Carollia_perspicillata"
"485","HP3","Natalidae","Natalus","Natalus_tumidirostris","Orthobunyavirus","","Natalus_tumidirostris"
"486","HP3","Phyllostomidae","Phyllostomus","Phyllostomus_hastatus","Orthobunyavirus","","Phyllostomus_hastatus"
"487","HP3","Mormoopidae","Pteronotus","Pteronotus_parnellii","Orthobunyavirus","","Pteronotus_parnellii"
"488","HP3","Pteropodidae","Cynopterus","Cynopterus_sphinx","Orthobunyavirus","","Cynopterus_sphinx"
