"","tree","bats"
"3782","Proechimys_hoplomyoides","other"
"3783","Proechimys_longicaudatus","other"
"3784","Proechimys_magdalenae","other"
"3785","Proechimys_mincae","other"
"3786","Proechimys_oconnelli","other"
"3787","Proechimys_poliopus","other"
"3788","Proechimys_quadruplicatus","other"
"3789","Proechimys_roberti","other"
"3790","Proechimys_semispinosus","other"
"3791","Proechimys_simonsi","other"
"3792","Proechimys_steerei","other"
"3793","Proechimys_trinitatus","other"
"3794","Proechimys_urichi","other"
"3795","Proedromys_bedfordi","other"
"3796","Profelis_aurata","other"
"3797","Prolemur_simus","other"
"3798","Prometheomys_schaposchnikowi","other"
"3799","Promops_centralis","bats"
"3800","Promops_nasutus","bats"
"3801","Pronolagus_crassicaudatus","other"
"3802","Pronolagus_randensis","other"
"3803","Pronolagus_rupestris","other"
"3804","Propithecus_coquereli","other"
"3805","Propithecus_deckenii","other"
"3806","Propithecus_diadema","other"
"3807","Propithecus_edwardsi","other"
"3808","Propithecus_perrieri","other"
"3809","Propithecus_tattersalli","other"
"3810","Propithecus_verreauxi","other"
"3811","Prosciurillus_abstrusus","other"
"3812","Prosciurillus_leucomus","other"
"3813","Prosciurillus_murinus","other"
"3814","Prosciurillus_rosenbergii","other"
"3815","Prosciurillus_weberi","other"
"3816","Proteles_cristata","other"
"3817","Protochromys_fellowsi","other"
"3818","Protoxerus_aubinnii","other"
"3819","Protoxerus_stangeri","other"
"3820","Przewalskium_albirostris","other"
"3821","Psammomys_obesus","other"
"3822","Psammomys_vexillaris","other"
"3823","Pseudantechinus_bilarni","other"
"3824","Pseudantechinus_macdonnellensis","other"
"3825","Pseudantechinus_mimulus","other"
"3826","Pseudantechinus_ningbing","other"
"3827","Pseudantechinus_woolleyae","other"
"3828","Pseudocheirus_peregrinus","other"
"3829","Pseudochirops_albertisii","other"
"3830","Pseudochirops_archeri","other"
"3831","Pseudochirops_corinnae","other"
"3832","Pseudochirops_coronatus","other"
"3833","Pseudochirops_cupreus","other"
"3834","Pseudochirulus_canescens","other"
"3835","Pseudochirulus_caroli","other"
"3836","Pseudochirulus_cinereus","other"
"3837","Pseudochirulus_forbesi","other"
"3838","Pseudochirulus_herbertensis","other"
"3839","Pseudochirulus_larvatus","other"
"3840","Pseudochirulus_mayeri","other"
"3841","Pseudohydromys_ellermani","other"
"3842","Pseudohydromys_fuscus","other"
"3843","Pseudohydromys_murinus","other"
"3844","Pseudohydromys_occidentalis","other"
"3845","Pseudois_nayaur","other"
"3846","Pseudois_schaeferi","other"
"3847","Pseudomys_albocinereus","other"
"3848","Pseudomys_apodemoides","other"
"3849","Pseudomys_australis","other"
"3850","Pseudomys_bolami","other"
"3851","Pseudomys_calabyi","other"
"3852","Pseudomys_chapmani","other"
"3853","Pseudomys_delicatulus","other"
"3854","Pseudomys_desertor","other"
"3855","Pseudomys_fieldi","other"
"3856","Pseudomys_fumeus","other"
"3857","Pseudomys_glaucus","other"
"3858","Pseudomys_gracilicaudatus","other"
"3859","Pseudomys_hermannsburgensis","other"
"3860","Pseudomys_higginsi","other"
"3861","Pseudomys_johnsoni","other"
"3862","Pseudomys_laborifex","other"
"3863","Pseudomys_nanus","other"
"3864","Pseudomys_novaehollandiae","other"
"3865","Pseudomys_occidentalis","other"
"3866","Pseudomys_oralis","other"
"3867","Pseudomys_patrius","other"
"3868","Pseudomys_pilligaensis","other"
"3869","Pseudomys_shortridgei","other"
"3870","Pseudorca_crassidens","other"
"3871","Pseudoryzomys_simplex","other"
"3872","Ptenochirus_jagori","bats"
"3873","Ptenochirus_minor","bats"
"3874","Pteralopex_acrodonta","bats"
"3875","Pteralopex_anceps","bats"
"3876","Pteralopex_atrata","bats"
"3877","Pteralopex_pulchra","bats"
"3878","Pteromys_momonga","other"
"3879","Pteromys_volans","other"
"3880","Pteromyscus_pulverulentus","other"
"3881","Pteronotus_davyi","bats"
"3882","Pteronotus_gymnonotus","bats"
"3883","Pteronotus_macleayii","bats"
"3884","Pteronotus_parnellii","bats"
"3885","Pteronotus_personatus","bats"
"3886","Pteronotus_quadridens","bats"
"3887","Pteronura_brasiliensis","other"
"3888","Pteropus_admiralitatum","bats"
"3889","Pteropus_aldabrensis","bats"
"3890","Pteropus_alecto","bats"
"3891","Pteropus_anetianus","bats"
"3892","Pteropus_aruensis","bats"
"3893","Pteropus_caniceps","bats"
"3894","Pteropus_capistratus","bats"
"3895","Pteropus_chrysoproctus","bats"
"3896","Pteropus_cognatus","bats"
"3897","Pteropus_conspicillatus","bats"
"3898","Pteropus_dasymallus","bats"
"3899","Pteropus_faunulus","bats"
"3900","Pteropus_fundatus","bats"
"3901","Pteropus_giganteus","bats"
"3902","Pteropus_gilliardorum","bats"
"3903","Pteropus_griseus","bats"
"3904","Pteropus_howensis","bats"
"3905","Pteropus_hypomelanus","bats"
"3906","Pteropus_insularis","bats"
"3907","Pteropus_intermedius","bats"
"3908","Pteropus_keyensis","bats"
"3909","Pteropus_leucopterus","bats"
"3910","Pteropus_livingstonii","bats"
"3911","Pteropus_lombocensis","bats"
"3912","Pteropus_loochoensis","bats"
"3913","Pteropus_lylei","bats"
"3914","Pteropus_macrotis","bats"
"3915","Pteropus_mahaganus","bats"
"3916","Pteropus_mariannus","bats"
"3917","Pteropus_melanopogon","bats"
"3918","Pteropus_melanotus","bats"
"3919","Pteropus_molossinus","bats"
"3920","Pteropus_neohibernicus","bats"
"3921","Pteropus_niger","bats"
"3922","Pteropus_nitendiensis","bats"
"3923","Pteropus_ocularis","bats"
"3924","Pteropus_ornatus","bats"
"3925","Pteropus_pelewensis","bats"
"3926","Pteropus_personatus","bats"
"3927","Pteropus_pohlei","bats"
"3928","Pteropus_poliocephalus","bats"
"3929","Pteropus_pselaphon","bats"
"3930","Pteropus_pumilus","bats"
"3931","Pteropus_rayneri","bats"
"3932","Pteropus_rennelli","bats"
"3933","Pteropus_rodricensis","bats"
"3934","Pteropus_rufus","bats"
"3935","Pteropus_samoensis","bats"
"3936","Pteropus_scapulatus","bats"
"3937","Pteropus_seychellensis","bats"
"3938","Pteropus_speciosus","bats"
"3939","Pteropus_temminckii","bats"
"3940","Pteropus_tonganus","bats"
"3941","Pteropus_tuberculatus","bats"
"3942","Pteropus_ualanus","bats"
"3943","Pteropus_vampyrus","bats"
"3944","Pteropus_vetulus","bats"
"3945","Pteropus_voeltzkowi","bats"
"3946","Pteropus_woodfordi","bats"
"3947","Pteropus_yapensis","bats"
"3948","Ptilocercus_lowii","other"
"3949","Pudu_mephistophiles","other"
"3950","Pudu_puda","other"
"3951","Puma_concolor","other"
"3952","Puma_yagouaroundi","other"
"3953","Punomys_lemminus","other"
"3954","Pusa_caspica","other"
"3955","Pusa_hispida","other"
"3956","Pusa_sibirica","other"
"3957","Pygathrix_nemaeus","other"
"3958","Pygathrix_nigripes","other"
"3959","Pygeretmus_platyurus","other"
"3960","Pygeretmus_pumilio","other"
"3961","Pygeretmus_shitkovi","other"
"3962","Pygoderma_bilabiatum","bats"
"3963","Rangifer_tarandus","other"
"3964","Raphicerus_campestris","other"
"3965","Raphicerus_melanotis","other"
"3966","Raphicerus_sharpei","other"
"3967","Rattus_adustus","other"
"3968","Rattus_andamanensis","other"
"3969","Rattus_annandalei","other"
"3970","Rattus_arfakiensis","other"
"3971","Rattus_argentiventer","other"
"3972","Rattus_arrogans","other"
"3973","Rattus_baluensis","other"
"3974","Rattus_blangorum","other"
"3975","Rattus_bontanus","other"
"3976","Rattus_burrus","other"
"3977","Rattus_colletti","other"
"3978","Rattus_elaphinus","other"
"3979","Rattus_enganus","other"
"3980","Rattus_everetti","other"
"3981","Rattus_exulans","other"
"3982","Rattus_feliceus","other"
"3983","Rattus_fuscipes","other"
"3984","Rattus_giluwensis","other"
"3985","Rattus_hainaldi","other"
"3986","Rattus_hoffmanni","other"
"3987","Rattus_hoogerwerfi","other"
"3988","Rattus_jobiensis","other"
"3989","Rattus_koopmani","other"
"3990","Rattus_korinchi","other"
"3991","Rattus_leucopus","other"
"3992","Rattus_losea","other"
"3993","Rattus_lugens","other"
"3994","Rattus_lutreolus","other"
"3995","Rattus_marmosurus","other"
"3996","Rattus_mindorensis","other"
"3997","Rattus_mollicomulus","other"
"3998","Rattus_montanus","other"
"3999","Rattus_mordax","other"
"4000","Rattus_morotaiensis","other"
"4001","Rattus_niobe","other"
"4002","Rattus_nitidus","other"
"4003","Rattus_norvegicus","other"
"4004","Rattus_novaeguineae","other"
"4005","Rattus_omichlodes","other"
"4006","Rattus_osgoodi","other"
"4007","Rattus_palmarum","other"
"4008","Rattus_pelurus","other"
"4009","Rattus_pococki","other"
"4010","Rattus_praetor","other"
"4011","Rattus_pyctoris","other"
"4012","Rattus_ranjiniae","other"
"4013","Rattus_rattus","other"
"4014","Rattus_richardsoni","other"
"4015","Rattus_salocco","other"
"4016","Rattus_sanila","other"
"4017","Rattus_satarae","other"
"4018","Rattus_simalurensis","other"
"4019","Rattus_sordidus","other"
"4020","Rattus_steini","other"
"4021","Rattus_stoicus","other"
"4022","Rattus_tanezumi","other"
"4023","Rattus_tawitawiensis","other"
"4024","Rattus_timorensis","other"
"4025","Rattus_tiomanicus","other"
"4026","Rattus_tunneyi","other"
"4027","Rattus_vandeuseni","other"
"4028","Rattus_verecundus","other"
"4029","Rattus_villosissimus","other"
"4030","Rattus_xanthurus","other"
"4031","Ratufa_affinis","other"
"4032","Ratufa_bicolor","other"
"4033","Ratufa_indica","other"
"4034","Ratufa_macroura","other"
"4035","Redunca_arundinum","other"
"4036","Redunca_fulvorufula","other"
"4037","Redunca_redunca","other"
"4038","Reithrodon_auritus","other"
"4039","Reithrodon_typicus","other"
"4040","Reithrodontomys_brevirostris","other"
"4041","Reithrodontomys_burti","other"
"4042","Reithrodontomys_chrysopsis","other"
"4043","Reithrodontomys_creper","other"
"4044","Reithrodontomys_darienensis","other"
"4045","Reithrodontomys_fulvescens","other"
"4046","Reithrodontomys_gracilis","other"
"4047","Reithrodontomys_hirsutus","other"
"4048","Reithrodontomys_humulis","other"
"4049","Reithrodontomys_megalotis","other"
"4050","Reithrodontomys_mexicanus","other"
"4051","Reithrodontomys_microdon","other"
"4052","Reithrodontomys_montanus","other"
"4053","Reithrodontomys_paradoxus","other"
"4054","Reithrodontomys_raviventris","other"
"4055","Reithrodontomys_rodriguezi","other"
"4056","Reithrodontomys_spectabilis","other"
"4057","Reithrodontomys_sumichrasti","other"
"4058","Reithrodontomys_tenuirostris","other"
"4059","Reithrodontomys_zacatecae","other"
"4060","Rhabdomys_dilectus","other"
"4061","Rhabdomys_pumilio","other"
"4062","Rhagomys_rufescens","other"
"4063","Rheithrosciurus_macrotis","other"
"4064","Rheomys_mexicanus","other"
"4065","Rheomys_raptor","other"
"4066","Rheomys_thomasi","other"
"4067","Rheomys_underwoodi","other"
"4068","Rhinoceros_sondaicus","other"
"4069","Rhinoceros_unicornis","other"
"4070","Rhinolophus_acuminatus","bats"
"4071","Rhinolophus_adami","bats"
"4072","Rhinolophus_affinis","bats"
"4073","Rhinolophus_alcyone","bats"
"4074","Rhinolophus_arcuatus","bats"
"4075","Rhinolophus_beddomei","bats"
"4076","Rhinolophus_blasii","bats"
"4077","Rhinolophus_bocharicus","bats"
"4078","Rhinolophus_borneensis","bats"
"4079","Rhinolophus_canuti","bats"
"4080","Rhinolophus_capensis","bats"
"4081","Rhinolophus_celebensis","bats"
"4082","Rhinolophus_clivosus","bats"
"4083","Rhinolophus_coelophyllus","bats"
"4084","Rhinolophus_cognatus","bats"
"4085","Rhinolophus_cornutus","bats"
"4086","Rhinolophus_creaghi","bats"
"4087","Rhinolophus_darlingi","bats"
"4088","Rhinolophus_deckenii","bats"
"4089","Rhinolophus_denti","bats"
"4090","Rhinolophus_eloquens","bats"
"4091","Rhinolophus_euryale","bats"
"4092","Rhinolophus_euryotis","bats"
"4093","Rhinolophus_ferrumequinum","bats"
"4094","Rhinolophus_formosae","bats"
"4095","Rhinolophus_fumigatus","bats"
"4096","Rhinolophus_guineensis","bats"
"4097","Rhinolophus_hildebrandtii","bats"
"4098","Rhinolophus_hilli","bats"
"4099","Rhinolophus_hillorum","bats"
"4100","Rhinolophus_hipposideros","bats"
"4101","Rhinolophus_imaizumii","bats"
"4102","Rhinolophus_inops","bats"
"4103","Rhinolophus_keyensis","bats"
"4104","Rhinolophus_landeri","bats"
"4105","Rhinolophus_lepidus","bats"
"4106","Rhinolophus_luctus","bats"
"4107","Rhinolophus_maclaudi","bats"
"4108","Rhinolophus_macrotis","bats"
"4109","Rhinolophus_madurensis","bats"
"4110","Rhinolophus_malayanus","bats"
"4111","Rhinolophus_marshalli","bats"
"4112","Rhinolophus_megaphyllus","bats"
"4113","Rhinolophus_mehelyi","bats"
"4114","Rhinolophus_mitratus","bats"
"4115","Rhinolophus_monoceros","bats"
"4116","Rhinolophus_montanus","bats"
"4117","Rhinolophus_nereis","bats"
"4118","Rhinolophus_osgoodi","bats"
"4119","Rhinolophus_paradoxolophus","bats"
"4120","Rhinolophus_pearsonii","bats"
"4121","Rhinolophus_philippinensis","bats"
"4122","Rhinolophus_pusillus","bats"
"4123","Rhinolophus_rex","bats"
"4124","Rhinolophus_robinsoni","bats"
"4125","Rhinolophus_rouxii","bats"
"4126","Rhinolophus_rufus","bats"
"4127","Rhinolophus_ruwenzorii","bats"
"4128","Rhinolophus_sedulus","bats"
"4129","Rhinolophus_shameli","bats"
"4130","Rhinolophus_shortridgei","bats"
"4131","Rhinolophus_siamensis","bats"
"4132","Rhinolophus_silvestris","bats"
"4133","Rhinolophus_simulator","bats"
"4134","Rhinolophus_sinicus","bats"
"4135","Rhinolophus_stheno","bats"
"4136","Rhinolophus_subbadius","bats"
"4137","Rhinolophus_subrufus","bats"
"4138","Rhinolophus_swinnyi","bats"
"4139","Rhinolophus_thomasi","bats"
"4140","Rhinolophus_trifoliatus","bats"
"4141","Rhinolophus_virgo","bats"
"4142","Rhinolophus_yunanensis","bats"
"4143","Rhinonicteris_aurantia","bats"
"4144","Rhinophylla_alethina","bats"
"4145","Rhinophylla_fischerae","bats"
"4146","Rhinophylla_pumilio","bats"
"4147","Rhinopithecus_avunculus","other"
"4148","Rhinopithecus_bieti","other"
"4149","Rhinopithecus_brelichi","other"
"4150","Rhinopithecus_roxellana","other"
"4151","Rhinopoma_hardwickii","bats"
"4152","Rhinopoma_macinnesi","bats"
"4153","Rhinopoma_microphyllum","bats"
"4154","Rhinopoma_muscatellum","bats"
"4155","Rhinosciurus_laticaudatus","other"
"4156","Rhipidomys_austrinus","other"
"4157","Rhipidomys_caucensis","other"
"4158","Rhipidomys_couesi","other"
"4159","Rhipidomys_emiliae","other"
"4160","Rhipidomys_fulviventer","other"
"4161","Rhipidomys_latimanus","other"
"4162","Rhipidomys_leucodactylus","other"
"4163","Rhipidomys_macconnelli","other"
"4164","Rhipidomys_macrurus","other"
"4165","Rhipidomys_mastacalis","other"
"4166","Rhipidomys_modicus","other"
"4167","Rhipidomys_nitela","other"
"4168","Rhipidomys_ochrogaster","other"
"4169","Rhipidomys_venezuelae","other"
"4170","Rhipidomys_venustus","other"
"4171","Rhipidomys_wetzeli","other"
"4172","Rhizomys_pruinosus","other"
"4173","Rhizomys_sinensis","other"
"4174","Rhizomys_sumatrensis","other"
"4175","Rhogeessa_aeneus","bats"
"4176","Rhogeessa_alleni","bats"
"4177","Rhogeessa_genowaysi","bats"
"4178","Rhogeessa_gracilis","bats"
"4179","Rhogeessa_io","bats"
"4180","Rhogeessa_minutilla","bats"
"4181","Rhogeessa_mira","bats"
"4182","Rhogeessa_parvula","bats"
"4183","Rhogeessa_tumida","bats"
"4184","Rhombomys_opimus","other"
"4185","Rhynchocyon_chrysopygus","other"
"4186","Rhynchocyon_cirnei","other"
"4187","Rhynchocyon_petersi","other"
"4188","Rhynchogale_melleri","other"
"4189","Rhyncholestes_raphanurus","other"
"4190","Rhynchomeles_prattorum","other"
"4191","Rhynchomys_isarogensis","other"
"4192","Rhynchomys_soricoides","other"
"4193","Rhynchonycteris_naso","bats"
"4194","Romerolagus_diazi","other"
"4195","Rousettus_aegyptiacus","bats"
"4196","Rousettus_amplexicaudatus","bats"
"4197","Rousettus_bidens","bats"
"4198","Rousettus_celebensis","bats"
"4199","Rousettus_lanosus","bats"
"4200","Rousettus_leschenaultii","bats"
"4201","Rousettus_madagascariensis","bats"
"4202","Rousettus_obliviosus","bats"
"4203","Rousettus_spinalatus","bats"
"4204","Rubrisciurus_rubriventer","other"
"4205","Rucervus_duvaucelii","other"
"4206","Rucervus_eldii","other"
"4207","Rupicapra_pyrenaica","other"
"4208","Rupicapra_rupicapra","other"
"4209","Rusa_alfredi","other"
"4210","Rusa_marianna","other"
"4211","Rusa_timorensis","other"
"4212","Rusa_unicolor","other"
"4213","Ruwenzorisorex_suncoides","other"
"4214","Saccolaimus_flaviventris","bats"
"4215","Saccolaimus_mixtus","bats"
"4216","Saccolaimus_peli","bats"
"4217","Saccolaimus_saccolaimus","bats"
"4218","Saccopteryx_bilineata","bats"
"4219","Saccopteryx_canescens","bats"
"4220","Saccopteryx_gymnura","bats"
"4221","Saccopteryx_leptura","bats"
"4222","Saccostomus_campestris","other"
"4223","Saccostomus_mearnsi","other"
"4224","Saguinus_bicolor","other"
"4225","Saguinus_fuscicollis","other"
"4226","Saguinus_geoffroyi","other"
"4227","Saguinus_graellsi","other"
"4228","Saguinus_imperator","other"
"4229","Saguinus_inustus","other"
"4230","Saguinus_labiatus","other"
"4231","Saguinus_leucopus","other"
"4232","Saguinus_martinsi","other"
"4233","Saguinus_melanoleucus","other"
"4234","Saguinus_midas","other"
"4235","Saguinus_mystax","other"
"4236","Saguinus_niger","other"
"4237","Saguinus_nigricollis","other"
"4238","Saguinus_oedipus","other"
"4239","Saguinus_pileatus","other"
"4240","Saguinus_tripartitus","other"
"4241","Saiga_borealis","other"
"4242","Saiga_tatarica","other"
"4243","Saimiri_boliviensis","other"
"4244","Saimiri_oerstedii","other"
"4245","Saimiri_sciureus","other"
"4246","Saimiri_ustus","other"
"4247","Saimiri_vanzolinii","other"
"4248","Salanoia_concolor","other"
"4249","Salpingotulus_michaelis","other"
"4250","Salpingotus_crassicauda","other"
"4251","Salpingotus_heptneri","other"
"4252","Salpingotus_kozlovi","other"
"4253","Salpingotus_pallidus","other"
"4254","Salpingotus_thomasi","other"
"4255","Sarcophilus_harrisii","other"
"4256","Sauromys_petrophilus","bats"
"4257","Scalopus_aquaticus","other"
"4258","Scapanulus_oweni","other"
"4259","Scapanus_latimanus","other"
"4260","Scapanus_orarius","other"
"4261","Scapanus_townsendii","other"
"4262","Scapteromys_aquaticus","other"
"4263","Scapteromys_tumidus","other"
"4264","Scaptochirus_moschatus","other"
"4265","Scaptonyx_fusicaudus","other"
"4266","Sciurillus_pusillus","other"
"4267","Sciurotamias_davidianus","other"
"4268","Sciurotamias_forresti","other"
"4269","Sciurus_aestuans","other"
"4270","Sciurus_alleni","other"
"4271","Sciurus_anomalus","other"
"4272","Sciurus_arizonensis","other"
"4273","Sciurus_aureogaster","other"
"4274","Sciurus_carolinensis","other"
"4275","Sciurus_colliaei","other"
"4276","Sciurus_deppei","other"
"4277","Sciurus_flammifer","other"
"4278","Sciurus_gilvigularis","other"
"4279","Sciurus_granatensis","other"
"4280","Sciurus_griseus","other"
"4281","Sciurus_ignitus","other"
"4282","Sciurus_igniventris","other"
"4283","Sciurus_lis","other"
"4284","Sciurus_nayaritensis","other"
"4285","Sciurus_niger","other"
"4286","Sciurus_oculatus","other"
"4287","Sciurus_pucheranii","other"
"4288","Sciurus_pyrrhinus","other"
"4289","Sciurus_richmondi","other"
"4290","Sciurus_sanborni","other"
"4291","Sciurus_spadiceus","other"
"4292","Sciurus_stramineus","other"
"4293","Sciurus_variegatoides","other"
"4294","Sciurus_vulgaris","other"
"4295","Sciurus_yucatanensis","other"
"4296","Scleronycteris_ega","bats"
"4297","Scolomys_melanops","other"
"4298","Scolomys_ucayalensis","other"
"4299","Scoteanax_rueppellii","bats"
"4300","Scotinomys_teguina","other"
"4301","Scotinomys_xerampelinus","other"
"4302","Scotoecus_albigula","bats"
"4303","Scotoecus_albofuscus","bats"
"4304","Scotoecus_hindei","bats"
"4305","Scotoecus_hirundo","bats"
"4306","Scotoecus_pallidus","bats"
"4307","Scotomanes_ornatus","bats"
"4308","Scotonycteris_ophiodon","bats"
"4309","Scotonycteris_zenkeri","bats"
"4310","Scotophilus_borbonicus","bats"
"4311","Scotophilus_celebensis","bats"
"4312","Scotophilus_collinus","bats"
"4313","Scotophilus_dinganii","bats"
"4314","Scotophilus_heathii","bats"
"4315","Scotophilus_kuhlii","bats"
"4316","Scotophilus_leucogaster","bats"
"4317","Scotophilus_nigrita","bats"
"4318","Scotophilus_nucella","bats"
"4319","Scotophilus_nux","bats"
"4320","Scotophilus_robustus","bats"
"4321","Scotophilus_viridis","bats"
"4322","Scotorepens_balstoni","bats"
"4323","Scotorepens_greyii","bats"
"4324","Scotorepens_orion","bats"
"4325","Scotorepens_sanborni","bats"
"4326","Scotozous_dormeri","bats"
"4327","Scutisorex_somereni","other"
"4328","Sekeetamys_calurus","other"
"4329","Selevinia_betpakdalaensis","other"
"4330","Semnopithecus_ajax","other"
"4331","Semnopithecus_dussumieri","other"
"4332","Semnopithecus_entellus","other"
"4333","Semnopithecus_hector","other"
"4334","Semnopithecus_hypoleucos","other"
"4335","Semnopithecus_priam","other"
"4336","Semnopithecus_schistaceus","other"
"4337","Setifer_setosus","other"
"4338","Setonix_brachyurus","other"
"4339","Sicista_armenica","other"
"4340","Sicista_betulina","other"
"4341","Sicista_caucasica","other"
"4342","Sicista_caudata","other"
"4343","Sicista_concolor","other"
"4344","Sicista_kazbegica","other"
"4345","Sicista_kluchorica","other"
"4346","Sicista_napaea","other"
"4347","Sicista_pseudonapaea","other"
"4348","Sicista_severtzovi","other"
"4349","Sicista_strandi","other"
"4350","Sicista_subtilis","other"
"4351","Sicista_tianshanica","other"
"4352","Sigmodon_alleni","other"
"4353","Sigmodon_alstoni","other"
"4354","Sigmodon_arizonae","other"
"4355","Sigmodon_fulviventer","other"
"4356","Sigmodon_hirsutus","other"
"4357","Sigmodon_hispidus","other"
"4358","Sigmodon_inopinatus","other"
"4359","Sigmodon_leucotis","other"
"4360","Sigmodon_mascotensis","other"
"4361","Sigmodon_ochrognathus","other"
"4362","Sigmodon_peruanus","other"
"4363","Sigmodon_planifrons","other"
"4364","Sigmodon_toltecus","other"
"4365","Sigmodon_zanjonensis","other"
"4366","Sigmodontomys_alfari","other"
"4367","Sigmodontomys_aphrastus","other"
"4368","Simias_concolor","other"
"4369","Sminthopsis_aitkeni","other"
"4370","Sminthopsis_archeri","other"
"4371","Sminthopsis_butleri","other"
"4372","Sminthopsis_crassicaudata","other"
"4373","Sminthopsis_dolichura","other"
"4374","Sminthopsis_douglasi","other"
"4375","Sminthopsis_gilberti","other"
"4376","Sminthopsis_granulipes","other"
"4377","Sminthopsis_griseoventer","other"
"4378","Sminthopsis_hirtipes","other"
"4379","Sminthopsis_leucopus","other"
"4380","Sminthopsis_longicaudata","other"
"4381","Sminthopsis_macroura","other"
"4382","Sminthopsis_murina","other"
"4383","Sminthopsis_ooldea","other"
"4384","Sminthopsis_psammophila","other"
"4385","Sminthopsis_virginiae","other"
"4386","Sminthopsis_youngsoni","other"
"4387","Solenodon_cubanus","other"
"4388","Solenodon_paradoxus","other"
"4389","Solisorex_pearsoni","other"
"4390","Solomys_ponceleti","other"
"4391","Solomys_salamonis","other"
"4392","Solomys_salebrosus","other"
"4393","Solomys_sapientis","other"
"4394","Solomys_spriggsarum","other"
"4395","Sorex_alpinus","other"
"4396","Sorex_antinorii","other"
"4397","Sorex_araneus","other"
"4398","Sorex_arcticus","other"
"4399","Sorex_arizonae","other"
"4400","Sorex_asper","other"
"4401","Sorex_bairdi","other"
"4402","Sorex_bendirii","other"
"4403","Sorex_buchariensis","other"
"4404","Sorex_caecutiens","other"
"4405","Sorex_cinereus","other"
"4406","Sorex_coronatus","other"
"4407","Sorex_daphaenodon","other"
"4408","Sorex_dispar","other"
"4409","Sorex_excelsus","other"
"4410","Sorex_fumeus","other"
"4411","Sorex_gracillimus","other"
"4412","Sorex_granarius","other"
"4413","Sorex_haydeni","other"
"4414","Sorex_hosonoi","other"
"4415","Sorex_hoyi","other"
"4416","Sorex_isodon","other"
"4417","Sorex_jacksoni","other"
"4418","Sorex_leucogaster","other"
"4419","Sorex_longirostris","other"
"4420","Sorex_maritimensis","other"
"4421","Sorex_merriami","other"
"4422","Sorex_minutissimus","other"
"4423","Sorex_minutus","other"
"4424","Sorex_mirabilis","other"
"4425","Sorex_monticolus","other"
"4426","Sorex_nanus","other"
"4427","Sorex_neomexicanus","other"
"4428","Sorex_ornatus","other"
"4429","Sorex_pacificus","other"
"4430","Sorex_palustris","other"
"4431","Sorex_portenkoi","other"
"4432","Sorex_preblei","other"
"4433","Sorex_raddei","other"
"4434","Sorex_roboratus","other"
"4435","Sorex_samniticus","other"
"4436","Sorex_satunini","other"
"4437","Sorex_shinto","other"
"4438","Sorex_tenellus","other"
"4439","Sorex_trowbridgii","other"
"4440","Sorex_tundrensis","other"
"4441","Sorex_ugyunak","other"
"4442","Sorex_unguiculatus","other"
"4443","Sorex_vagrans","other"
"4444","Sorex_volnuchini","other"
"4445","Soriculus_nigrescens","other"
"4446","Sotalia_fluviatilis","other"
"4447","Sousa_chinensis","other"
"4448","Sousa_teuszii","other"
"4449","Spalacopus_cyanus","other"
"4450","Spalax_arenarius","other"
"4451","Spalax_ehrenbergi","other"
"4452","Spalax_giganteus","other"
"4453","Spalax_graecus","other"
"4454","Spalax_leucodon","other"
"4455","Spalax_microphthalmus","other"
"4456","Spalax_nehringi","other"
"4457","Spalax_uralensis","other"
"4458","Spalax_zemni","other"
"4459","Speothos_venaticus","other"
"4460","Spermophilopsis_leptodactylus","other"
"4461","Spermophilus_adocetus","other"
"4462","Spermophilus_alashanicus","other"
"4463","Spermophilus_annulatus","other"
"4464","Spermophilus_armatus","other"
"4465","Spermophilus_atricapillus","other"
"4466","Spermophilus_beecheyi","other"
"4467","Spermophilus_beldingi","other"
"4468","Spermophilus_brevicauda","other"
"4469","Spermophilus_brunneus","other"
"4470","Spermophilus_canus","other"
"4471","Spermophilus_citellus","other"
"4472","Spermophilus_columbianus","other"
"4473","Spermophilus_dauricus","other"
"4474","Spermophilus_elegans","other"
"4475","Spermophilus_erythrogenys","other"
"4476","Spermophilus_franklinii","other"
"4477","Spermophilus_fulvus","other"
"4478","Spermophilus_lateralis","other"
"4479","Spermophilus_madrensis","other"
"4480","Spermophilus_major","other"
"4481","Spermophilus_mexicanus","other"
"4482","Spermophilus_mohavensis","other"
"4483","Spermophilus_mollis","other"
"4484","Spermophilus_musicus","other"
"4485","Spermophilus_pallidicauda","other"
"4486","Spermophilus_parryii","other"
"4487","Spermophilus_perotensis","other"
"4488","Spermophilus_pygmaeus","other"
"4489","Spermophilus_ralli","other"
"4490","Spermophilus_relictus","other"
"4491","Spermophilus_richardsonii","other"
"4492","Spermophilus_saturatus","other"
"4493","Spermophilus_spilosoma","other"
"4494","Spermophilus_suslicus","other"
"4495","Spermophilus_tereticaudus","other"
"4496","Spermophilus_townsendii","other"
"4497","Spermophilus_tridecemlineatus","other"
"4498","Spermophilus_undulatus","other"
"4499","Spermophilus_variegatus","other"
"4500","Spermophilus_washingtoni","other"
"4501","Spermophilus_xanthoprymnus","other"
"4502","Sphaerias_blanfordi","bats"
"4503","Sphaeronycteris_toxophyllum","bats"
"4504","Sphiggurus_insidiosus","other"
"4505","Sphiggurus_melanurus","other"
"4506","Sphiggurus_mexicanus","other"
"4507","Sphiggurus_pruinosus","other"
"4508","Sphiggurus_spinosus","other"
